prefix_28	short_name_28	name_28
04:D1:6E:90:00:00/28	FuzhouZh	Fuzhou Zhuoyi Electronic Co.,Ltd
04:D1:6E:A0:00:00/28	MetraEle	Metra Electronics
04:D1:6E:B0:00:00/28	National	National Radio & Telecommunication Corporation - NRTC
04:D1:6E:C0:00:00/28	Pacport	PacPort Corporation
04:D1:6E:D0:00:00/28	ElotecFi	Elotec Fischer Elektronik GmbH
04:D1:6E:E0:00:00/28	EvoluteP	Evolute Systems Private Limited
08:ED:02:00:00:00/28	D2Slink	D2SLink Systems
08:ED:02:10:00:00/28	Imperx	Imperx, Inc
08:ED:02:20:00:00/28	TesTouch	TES Touch Embedded Solutions Inc.
08:ED:02:30:00:00/28	JiangsuL	Jiangsu Logread Network Technology Co., LTD.
08:ED:02:40:00:00/28	Fio	Fio Corporation
08:ED:02:50:00:00/28	Vigitron	Vigitron Inc.
08:ED:02:60:00:00/28	SangoEle	Sango Electronics Co
08:ED:02:70:00:00/28	ElevenEn	Eleven Engineering Incorporated
08:ED:02:80:00:00/28	Hantas	Hantas Co., Ltd.
08:ED:02:90:00:00/28	SavoxCom	Savox Communications
08:ED:02:A0:00:00/28	Victiana	Victiana SRL
08:ED:02:B0:00:00/28	SzokEner	Szok Energy and Communication Co., Ltd.
08:ED:02:C0:00:00/28	GuardRfi	Guard RFID Solutions
08:ED:02:D0:00:00/28	OrigamiE	Origami Energy Ltd
08:ED:02:E0:00:00/28	Telstra	Telstra Corporation Limited
0C:73:EB:00:00:00/28	GeminiDa	Gemini Data Loggers (UK) Limited
0C:73:EB:10:00:00/28	EversecT	Eversec Technology Corporation
0C:73:EB:20:00:00/28	Deltapat	Deltapath, Inc.
0C:73:EB:30:00:00/28	TiinlabA	Tiinlab Acoustic Technology (Shenzhen) Co., Ltd.
0C:73:EB:40:00:00/28	U-Pass	U-Pass.Co.,Ltd
0C:73:EB:50:00:00/28	HustyMSt	Husty M.Styczen J.Hupert Sp.J.
0C:73:EB:60:00:00/28	GreenFox	Green Fox Electro AS
0C:73:EB:70:00:00/28	DinkleEn	Dinkle Enterprise Co., Ltd.
0C:73:EB:80:00:00/28	BeijingM	Beijing Miiiw Technology Co., Ltd
0C:73:EB:90:00:00/28	BeijingL	Beijing L&S Lancom Platform Tech. Co., Ltd.
0C:73:EB:A0:00:00/28	PiInnovo	Pi Innovo LLC
0C:73:EB:B0:00:00/28	Synacces	Synaccess Networks
0C:73:EB:C0:00:00/28	Shenzhen	Shenzhen Samchung Video Technology Co., Ltd.
0C:73:EB:D0:00:00/28	D-Link（S	D-Link （Shanghai）Limited Corp.
0C:73:EB:E0:00:00/28	TaiwanPu	Taiwan Pulse Motion Co., Ltd.
0C:EF:AF:00:00:00/28	Kenmore
0C:EF:AF:10:00:00/28	Goerlitz	Goerlitz AG
0C:EF:AF:20:00:00/28	LumelSA	Lumel S.A.
0C:EF:AF:30:00:00/28	Engineer	Engineering Center ENERGOSERVICE
0C:EF:AF:40:00:00/28	Sentry36	Sentry360
0C:EF:AF:50:00:00/28	PremiumS	Premium Sa
0C:EF:AF:60:00:00/28	Firmware	Firmware Design AS
0C:EF:AF:70:00:00/28	Syntrans	Syntrans AB
0C:EF:AF:80:00:00/28	BsxAthle	BSX Athletics
0C:EF:AF:90:00:00/28	Rotel
0C:EF:AF:A0:00:00/28	ChengduJ	chengdu joyotime Technology Co., Ltd.
0C:EF:AF:B0:00:00/28	HubeiCen	Hubei Century Network Technology Co., Ltd
0C:EF:AF:C0:00:00/28	Gainstro	GainStrong Industry Co.,Ltd
0C:EF:AF:D0:00:00/28	Cjsc«Svy	CJSC «Svyaz Engineering»
0C:EF:AF:E0:00:00/28	Infiniso	Infinisource Inc.
0C:EF:AF:F0:00:00/28	Private
0C:FE:5D:00:00:00/28	ChengduL	Chengdu Ledong Information & Technology Co., Ltd.
0C:FE:5D:10:00:00/28	FenderMu	Fender Musical Instrument
0C:FE:5D:20:00:00/28	DspreadI	Dspread International Co.,Limited
0C:FE:5D:30:00:00/28	BeijingW	Beijing WayClouds Technology Co., Ltd.
0C:FE:5D:40:00:00/28	YantaiDo	Yantai Dongfang Wisdom Electic Co.,Ltd.
0C:FE:5D:50:00:00/28	Selectri	SELECTRIC Nachrichten-Systeme GmbH
0C:FE:5D:60:00:00/28	Antailiy	Antailiye Technology Co.,Ltd
0C:FE:5D:70:00:00/28	VermesMi	Vermes Microdispensing GmbH
0C:FE:5D:80:00:00/28	CtkConta	CTK Contact Electronics co., Ltd.
0C:FE:5D:90:00:00/28	Celerway	Celerway Communication AS
0C:FE:5D:A0:00:00/28	FujianJi	Fujian Jieyu Computer Technology Co., Ltd.
0C:FE:5D:B0:00:00/28	Yinuo-Li	Yinuo-Link Limited
0C:FE:5D:C0:00:00/28	BepalTec	Bepal Technology Co.,Ltd.
0C:FE:5D:D0:00:00/28	MaksatTe	Maksat Technologies P Ltd
0C:FE:5D:E0:00:00/28	Newgreen	Newgreen Tech Co., Ltd.
10:07:23:00:00:00/28	Ripplete	RippleTek Tech Ltd
10:07:23:10:00:00/28	BeijingA	Beijing Assem Technology Co., ltd
10:07:23:20:00:00/28	DiginetC	Diginet Control Systems Pty Ltd
10:07:23:30:00:00/28	Tongfang	Tongfang computer co.Ltd.
10:07:23:40:00:00/28	AudioEng	Audio Engineering Ltd.
10:07:23:50:00:00/28	BeijingS	Beijing Sooall Information Technology Co.,Ltd
10:07:23:60:00:00/28	EstoneTe	Estone Technology Inc
10:07:23:70:00:00/28	Nanotech	nanoTech Co., Ltd.
10:07:23:80:00:00/28	IonProfe	Ion Professional Solutions
10:07:23:90:00:00/28	Wireless	Wireless input technology Inc.
10:07:23:A0:00:00/28	TesseraT	Tessera Technology Inc.
10:07:23:B0:00:00/28	FujianQu	Fujian Quanzhou Dong Ang Electronics Co., Ltd.
10:07:23:C0:00:00/28	Shenzhen	Shenzhen Xinfa Electronic Co.,ltd
10:07:23:E0:00:00/28	FirstCha	First Chair Acoustics Co., Ltd.
10:07:23:F0:00:00/28	Private
10:DC:B6:00:00:00/28	Private
10:DC:B6:10:00:00/28	AbbSwitz	ABB Switzerland Ltd.
10:DC:B6:20:00:00/28	Cal-Comp	Cal-Comp Industria E Comercio De Eletronicos E Informatica Ltda
10:DC:B6:30:00:00/28	Hanacns
10:DC:B6:40:00:00/28	Annapurn	Annapurna labs
10:DC:B6:50:00:00/28	Milesigh	Milesight Taiwan
10:DC:B6:60:00:00/28	ProlanZr	Prolan Zrt.
10:DC:B6:70:00:00/28	MoyaComm	Moya Commumication Technology (Shenzhen) Co.,Ltd.
10:DC:B6:80:00:00/28	SanofiBe	Sanofi (Beijing) Pharmaceutical Co., Ltd.
10:DC:B6:90:00:00/28	FuzhouRo	Fuzhou Rockchip Electronics Co.,Ltd
10:DC:B6:A0:00:00/28	Pickerin	Pickering Interfaces Ltd
10:DC:B6:B0:00:00/28	EyeballF	Eyeball Fintech Company
10:DC:B6:C0:00:00/28	BbposInt	BBPOS International Limited
10:DC:B6:D0:00:00/28	Leolabs
10:DC:B6:E0:00:00/28	Shenzhen	Shenzhen Sunwoda intelligent hardware Co.,Ltd
14:1F:BA:00:00:00/28	Shenzhen	Shenzhen Mining Technology Co.,Ltd.
14:1F:BA:10:00:00/28	Gloquad
14:1F:BA:20:00:00/28	Deutsche	Deutsche Energieversorgung GmbH
14:1F:BA:30:00:00/28	Private
14:1F:BA:40:00:00/28	Byzero
14:1F:BA:50:00:00/28	Inttelix	Inttelix Brasil Tecnologia e Sistemas Ltda
14:1F:BA:60:00:00/28	ThalesCo	Thales Communications & Security SAS
14:1F:BA:70:00:00/28	Wisnetwo	Wisnetworks Technologies Co., Ltd.
14:1F:BA:80:00:00/28	Shenzhen	Shenzhen CATIC Information Technology Industry Co.,Ltd
14:1F:BA:90:00:00/28	BlackMot	Black Moth Technologies
14:1F:BA:A0:00:00/28	Winsonic	Winsonic Electronics Co., Ltd.
14:1F:BA:B0:00:00/28	NewingsC	Newings Communication CO., LTD.
14:1F:BA:C0:00:00/28	SwissEle	Swiss Electronic (Shenzhen) Co., Ltd
14:1F:BA:D0:00:00/28	AjisDali	AJIS(DALIAN)co.,LTD
14:1F:BA:E0:00:00/28	PosSyste	POS Systema LLC
14:1F:BA:F0:00:00/28	Private
14:4F:D7:00:00:00/28	Annapurn	Annapurna labs
14:4F:D7:10:00:00/28	ZehnderG	Zehnder Group AG
14:4F:D7:20:00:00/28	FedexSer	FedEx Services OTI
14:4F:D7:30:00:00/28	QingdaoW	Qingdao Wodatong Electronics Co., Ltd.
14:4F:D7:40:00:00/28	RedTechn	Red Technology Limited
14:4F:D7:50:00:00/28	FlsFinla	Fls Finland Oy
14:4F:D7:60:00:00/28	I-Sens	i-SENS, Inc.
14:4F:D7:70:00:00/28	Shenzhen	Shenzhen V-Streaming Technology Co., Ltd.
14:4F:D7:80:00:00/28	NportNet	NPort Networks Inc.,
14:4F:D7:90:00:00/28	EmersonN	Emerson Network Power (India) Pvt. Ltd.
14:4F:D7:A0:00:00/28	Unirobot	Unirobot Corporation
14:4F:D7:B0:00:00/28	Arkus-St	Arkus-ST Ltd
14:4F:D7:C0:00:00/28	D&SCable	D&S Cable Industries (HK) Limited
14:4F:D7:D0:00:00/28	Shanghai	Shanghai B&A Technology Co., Ltd
14:4F:D7:E0:00:00/28	EdanInst	Edan Instruments, Inc.
18:9B:A5:00:00:00/28	Dectris	Dectris Ltd.
18:9B:A5:10:00:00/28	ChengduV	ChengDu Vantron Technology, Ltd.
18:9B:A5:20:00:00/28	Airprote	Airprotec
18:9B:A5:30:00:00/28	Phinetwo	Phinetworks
18:9B:A5:40:00:00/28	Innomind	Innominds Software Inc
18:9B:A5:50:00:00/28	Starfire	Starfire Industries LLC
18:9B:A5:60:00:00/28	MantraSo	Mantra Softech India Pvt Ltd
18:9B:A5:70:00:00/28	BeijingX	Beijing Xinertel Technology Co., Ltd.
18:9B:A5:80:00:00/28	Shenzhen	Shenzhen Tong Tai Yi information Technology Co.,Ltd
18:9B:A5:90:00:00/28	Apana	APANA Inc.
18:9B:A5:A0:00:00/28	Shenzhen	Shenzhen Fionexx Technologies Ltd.
18:9B:A5:B0:00:00/28	Eutron	Eutron SPA
18:9B:A5:C0:00:00/28	ChristEl	Christ Electronic System GmbH
18:9B:A5:D0:00:00/28	Legendsk	legendsky tech
18:9B:A5:E0:00:00/28	TaiwanNa	Taiwan Name Plate Co.,LTD
1C:21:D1:00:00:00/28	ToyoSyst	Toyo System CO.,LTD.
1C:21:D1:10:00:00/28	Ognios	Ognios GmbH
1C:21:D1:20:00:00/28	VaraaniW	Varaani Works Oy
1C:21:D1:30:00:00/28	Microvie	Microview Science and Technology Co.,Ltd
1C:21:D1:40:00:00/28	Scientif	Scientific-Production Enterprise Dynamics
1C:21:D1:50:00:00/28	B-Scada	B-Scada Inc.
1C:21:D1:60:00:00/28	WuhanTie	Wuhan TieChi Detection Technology Co., Ltd.
1C:21:D1:70:00:00/28	Soundtra	Soundtrack Your Brand Sweden AB
1C:21:D1:80:00:00/28	Reliatro	Reliatronics Inc.
1C:21:D1:90:00:00/28	DynojetR	Dynojet Research
1C:21:D1:A0:00:00/28	LgCns	Lg Cns
1C:21:D1:B0:00:00/28	GlobalDe	Global Design Solutions Ltd
1C:21:D1:C0:00:00/28	Private
1C:21:D1:D0:00:00/28	Liscotec	Liscotech System Co., Ltd.
1C:21:D1:E0:00:00/28	P2-Plus	p2-plus inc.
1C:21:D1:F0:00:00/28	Private
1C:82:59:00:00:00/28	Shandong	Shandong Luneng Intelligence Technology CO., Ltd
1C:82:59:10:00:00/28	3Xlogic	3xLOGIC Inc.
1C:82:59:20:00:00/28	Diatrend	Diatrend Corporation
1C:82:59:30:00:00/28	C&AMarke	C&A Marketing, INC.
1C:82:59:40:00:00/28	Winsun	winsun AG
1C:82:59:50:00:00/28	Fagus-Gr	Fagus-GreCon Greten GmbH & Co. KG
1C:82:59:60:00:00/28	CgiItUk	Cgi It Uk Limited
1C:82:59:70:00:00/28	JumpTrad	Jump Trading
1C:82:59:80:00:00/28	Shenzhen	Shenzhen Aoa Technology Co.,Ltd
1C:82:59:90:00:00/28	Shanghai	Shanghai Xiaoyan Technology Co., Ltd.
1C:82:59:A0:00:00/28	Estec	ESTec Corporation
1C:82:59:B0:00:00/28	KeywestN	KeyWest Networks, Inc
1C:82:59:C0:00:00/28	EvondosO	Evondos Oy
1C:82:59:D0:00:00/28	AppliedC	Applied Concepts, Inc.
1C:82:59:E0:00:00/28	Microtro	Microtronics Engineering GmbH
1C:87:74:00:00:00/28	PhilipsP	Philips Personal Health Solutions
1C:87:74:10:00:00/28	Sigfox
1C:87:74:20:00:00/28	Nichigak	Nichigaku
1C:87:74:30:00:00/28	SiloraR&	Silora R&D
1C:87:74:40:00:00/28	WeberMar	Weber Marking Systems GmbH
1C:87:74:50:00:00/28	Xiaoxing	Xiaoxinge (Tangshan) Electronic Technology Co., Ltd.
1C:87:74:60:00:00/28	Schawbel	Schawbel Technologies LLC
1C:87:74:70:00:00/28	IngBuero	Ing Buero Ziegler
1C:87:74:80:00:00/28	SurtecIn	Surtec Industries, Inc
1C:87:74:90:00:00/28	WideWorl	Wide World Trade HK ltd.
1C:87:74:A0:00:00/28	Nebbiolo	Nebbiolo Technologies
1C:87:74:B0:00:00/28	HabeyUsa	HABEY USA Inc.
1C:87:74:C0:00:00/28	NewNordi	New Nordic Engineering
1C:87:74:D0:00:00/28	Claber	Claber Spa
1C:87:74:E0:00:00/28	QuestInt	Quest Integrity
1C:87:76:00:00:00/28	DspreadT	Dspread Technology (Beijing) Inc.
1C:87:76:10:00:00/28	EbsSpZOO	EBS Sp. z o.o.
1C:87:76:20:00:00/28	IbeoAuto	Ibeo Automotive Systems GmbH
1C:87:76:30:00:00/28	Unjo	Unjo AB
1C:87:76:40:00:00/28	RdpRu	Rdp.Ru
1C:87:76:50:00:00/28	ZhuhaiMy	Zhuhai MYZR Technology Co.,Ltd
1C:87:76:60:00:00/28	Philandr	philandro Software GmbH
1C:87:76:70:00:00/28	Corporat	Corporate Systems Engineering
1C:87:76:80:00:00/28	Guangzho	Guangzhou Video-Star Electronics Co.,Ltd.
1C:87:76:90:00:00/28	TokyoDra	Tokyo Drawing Ltd.
1C:87:76:A0:00:00/28	JiangsuE	Jiangsu ETERN COMMUNICATION Co.,ltd
1C:87:76:B0:00:00/28	Hekatron	Hekatron Vertriebs GmbH
1C:87:76:C0:00:00/28	StroneTe	Strone Technology
1C:87:76:D0:00:00/28	Qivivo
1C:87:76:E0:00:00/28	Artis	Artis GmbH
1C:87:79:00:00:00/28	WurmElek	Wurm GmbH & Co. KG Elektronische Systeme
1C:87:79:10:00:00/28	A-Gear	A-Gear Company Limited
1C:87:79:20:00:00/28	Smartmov	SMARTMOVT TECHNOLOGY Co.， LTD
1C:87:79:30:00:00/28	VisualLa	Visual Land Inc.
1C:87:79:40:00:00/28	Novetta
1C:87:79:50:00:00/28	BeidianG	Beidian Group
1C:87:79:60:00:00/28	Shenzhen	Shenzhen Shouxin Tongda Technology Co.,Ltd
1C:87:79:70:00:00/28	Tasc	TASC Systems Inc.
1C:87:79:80:00:00/28	Zhejiang	Zhejiang Itenal Technology Co.,Ltd
1C:87:79:90:00:00/28	IstriaSo	Istria soluciones de criptografia, S. A.
1C:87:79:A0:00:00/28	Hangzhou	Hangzhou Xiaowen Intelligent Technology Co., Ltd.
1C:87:79:B0:00:00/28	BeijingG	Beijing Geedeen Technology Co., Ltd
1C:87:79:C0:00:00/28	Allthing	AllThingsTalk
1C:87:79:D0:00:00/28	Shenzhen	Shenzhen Innovaconn Systems Co.,Ltd
1C:87:79:E0:00:00/28	Assystem	ASSYSTEM France
1C:88:79:00:00:00/28	Newps	Newps co.,ltd
1C:88:79:10:00:00/28	AndraSpZ	ANDRA Sp. z o.o.
1C:88:79:20:00:00/28	Airsmart	Airsmart System Co.,Ltd
1C:88:79:30:00:00/28	Shenzhen	Shenzhen Xiaoxi Technology Co., Ltd.
1C:88:79:40:00:00/28	Ultraflu	Ultraflux
1C:88:79:50:00:00/28	Shenzhen	Shenzhenfreelink Electronic Co.,Ltd
1C:88:79:60:00:00/28	EolosIt	Eolos IT Corp
1C:88:79:70:00:00/28	SensysNe	Sensys Networks, Inc.
1C:88:79:80:00:00/28	ToshibaT	Toshiba Toko Meter Systems Co., LTD.
1C:88:79:90:00:00/28	Xingtera	Xingtera China Ltd
1C:88:79:A0:00:00/28	Itw-Feg
1C:88:79:B0:00:00/28	Gekartel	gekartel AG
1C:88:79:C0:00:00/28	Accriva
1C:88:79:D0:00:00/28	BeijingR	Beijing Raycores Technology Co.,Ltd
1C:88:79:E0:00:00/28	OrionLab	Orion Labs inc
1C:A0:D3:00:00:00/28	OooTekhn	OOO Tekhnotronika
1C:A0:D3:10:00:00/28	JabilCir	Jabil circuit italia srl
1C:A0:D3:20:00:00/28	Novtech	NovTech, Inc.
1C:A0:D3:30:00:00/28	Savelec
1C:A0:D3:40:00:00/28	NpoTelec	Npo Telecom Jsc
1C:A0:D3:50:00:00/28	DynamicC	Dynamic Connect (Suzhou) Hi-Tech Electronic Co.,Ltd.
1C:A0:D3:60:00:00/28	Intertec	Intertecno SRL "NISUTA"
1C:A0:D3:70:00:00/28	Private
1C:A0:D3:80:00:00/28	Desarrol	Desarrollos y Soluciones Guinea I+D S.L.
1C:A0:D3:90:00:00/28	CirqueAu	Cirque Audio Technology Co., Ltd
1C:A0:D3:A0:00:00/28	DsmMesst	DSM Messtechnik GmbH
1C:A0:D3:B0:00:00/28	GuangDon	Guang Dong He Zheng Network Technology Co.,Ltd
1C:A0:D3:C0:00:00/28	Lyt	LYT inc.
1C:A0:D3:D0:00:00/28	EratoHk	ERATO (HK) Corporation Limited
1C:A0:D3:E0:00:00/28	ExicomTe	Exicom Tele-Systems Ltd.
1C:C0:E1:00:00:00/28	Shenzhen	Shenzhen Highsharp Electronics Ltd.
1C:C0:E1:10:00:00/28	Hangzhou	Hangzhou Kaierda Electric Welding Machine Co.,Ltd
1C:C0:E1:20:00:00/28	AbbottMe	Abbott Medical Optics Inc.
1C:C0:E1:30:00:00/28	Hangzhou	Hangzhou Softel Optic Co., Ltd
1C:C0:E1:40:00:00/28	Videri	Videri Inc.
1C:C0:E1:50:00:00/28	KidsWire	Kids Wireless Inc
1C:C0:E1:60:00:00/28	Monument	Monument Labs, Inc.
1C:C0:E1:70:00:00/28	Shenzhen	Shenzhen Kinstone D&T Develop Co.,Ltd
1C:C0:E1:80:00:00/28	LxPty	LX Corporation Pty Ltd
1C:C0:E1:90:00:00/28	Ospicon	Ospicon Company Limited
1C:C0:E1:A0:00:00/28	Secheron	Secheron Sa
1C:C0:E1:B0:00:00/28	ExigentS	Exigent Sensors
1C:C0:E1:C0:00:00/28	NittoSei	Nitto Seiko
1C:C0:E1:D0:00:00/28	NewlandN	NewLand (NZ) Communication Tech Limited
1C:C0:E1:E0:00:00/28	YunYangF	Yun Yang Fire Safety Equipment Co.,Ltd.
1C:CA:E3:00:00:00/28	Private
1C:CA:E3:10:00:00/28	PgaElect	Pga Electronic
1C:CA:E3:20:00:00/28	Insigma	Insigma Inc
1C:CA:E3:30:00:00/28	Shenzhen	Shenzhen Smart Device Technology Co.,LTD
1C:CA:E3:40:00:00/28	SunrayMe	Sunray Medical Apparatus Co.,Ltd.
1C:CA:E3:50:00:00/28	Tengfeng
1C:CA:E3:60:00:00/28	TokaiRik	Tokai Rika Co., Ltd.
1C:CA:E3:70:00:00/28	BirdHome	Bird Home Automation GmbH
1C:CA:E3:80:00:00/28	OxysecSR	OxySec S.r.l.
1C:CA:E3:90:00:00/28	Shin-Yos	Shin-Yosha Corporation
1C:CA:E3:A0:00:00/28	Sirea
1C:CA:E3:B0:00:00/28	DreamVis	Dream Visions Co., LTD
1C:CA:E3:C0:00:00/28	Gahdeung	Gahdeung Elecom
1C:CA:E3:D0:00:00/28	Esight	eSight Corporation
1C:CA:E3:E0:00:00/28	DabiAtla	Dabi Atlante S/A Industrias Medico Odontológicas
1C:CA:E3:F0:00:00/28	Private
1C:FD:08:00:00:00/28	InseatSo	InSeat Solutions, LLC
1C:FD:08:10:00:00/28	Shenzhen	Shenzhen SEWO Technology Co.,Ltd.
1C:FD:08:20:00:00/28	Hihi	HiHi Ltd
1C:FD:08:30:00:00/28	UmeoxInn	Umeox Innovations Co.,Ltd
1C:FD:08:40:00:00/28	SabikOff	SABIK Offshore GmbH
1C:FD:08:50:00:00/28	BeijingH	Beijing Hengxin Rainbow Information Technology Co.,Ltd
1C:FD:08:60:00:00/28	A&BTechn	A&B Technology
1C:FD:08:70:00:00/28	SunweitI	sunweit industrial limited
1C:FD:08:80:00:00/28	Shenzhen	ShenZhen DeLippo Technology Co., LTD
1C:FD:08:90:00:00/28	CobhamSl	Cobham Slip Rings
1C:FD:08:A0:00:00/28	BanmakTe	Banmak Technogies Co.,Ltd
1C:FD:08:B0:00:00/28	Guangzho	guangzhou huiqun intelligent technology co. LTD
1C:FD:08:C0:00:00/28	Shanghai	Shanghai YottaTech Co Ltd (上海尧它科技有限公司）
1C:FD:08:D0:00:00/28	TianjinK	Tianjin Keyvia Electric Co.,Ltd
1C:FD:08:E0:00:00/28	MeshboxF	Meshbox Foundation Pte. Ltd.
20:0A:0D:20:00:00/28	Netinovo	Netinovo Technologies(Shenzhen) Ltd
20:0A:0D:30:00:00/28	ClearlyI	Clearly IP Inc
20:0A:0D:60:00:00/28	AustinHu	Austin Hughes Electronics Ltd.
20:0A:0D:70:00:00/28	TecnintH	Tecnint HTE SRL
20:0A:0D:B0:00:00/28	AmazonTe	Amazon Technologies Inc.
20:85:93:00:00:00/28	Hemina	Hemina Spa
20:85:93:10:00:00/28	Networki	Networking Services Corp
20:85:93:20:00:00/28	MidConti	Mid Continent Controls, Inc.
20:85:93:30:00:00/28	Unilumin	Unilumin Group Co.,Ltd
20:85:93:40:00:00/28	Kloudspo	Kloudspot Inc
20:85:93:50:00:00/28	Wave-InC	Wave-In Communication
20:85:93:60:00:00/28	Eilersen	Eilersen Electric A/S
20:85:93:70:00:00/28	GreatLit	Great Lite International
20:85:93:80:00:00/28	AassetSe	Aasset Security
20:85:93:90:00:00/28	Private
20:85:93:A0:00:00/28	H3Indust	H3 Industries, Inc.
20:85:93:B0:00:00/28	IogProdu	IOG Products LLC
20:85:93:C0:00:00/28	Reglopla	Regloplas AG
20:85:93:D0:00:00/28	Shanghai	Shanghai Kenmyond Industrial Network Equipment Co.,Ltd
20:85:93:E0:00:00/28	Dynaudio
24:15:10:00:00:00/28	Safetrus	Safetrust Inc
24:15:10:10:00:00/28	Smabit	SMaBiT GmbH
24:15:10:20:00:00/28	NileGlob	Nile Global Inc
