prefix_28	short_name_28	name_28
24:15:10:30:00:00/28	Kaiyun
24:15:10:40:00:00/28	Annapurn	Annapurna labs
24:15:10:50:00:00/28	GanzhouD	Ganzhou Dehuida Technology Co., Ltd
24:15:10:60:00:00/28	Shandong	Shandong Kehui Power Automation Co. Ltd.
24:15:10:70:00:00/28	SuzhouA-	SuZhou A-rack Information Technology Co.,Ltd
24:15:10:80:00:00/28	Private
24:15:10:90:00:00/28	TopgolfS	Topgolf Sweden AB
24:15:10:A0:00:00/28	Unitronu	Unitronux(Shenzhen) Intelligence Technology Co.,Ltd
24:15:10:B0:00:00/28	Teknic	Teknic, Inc.
24:15:10:C0:00:00/28	Shenzhen	Shenzhen Xtooltech Co., Ltd
24:15:10:D0:00:00/28	HelenOfT	Helen of Troy
24:15:10:E0:00:00/28	Satellit	Satellite Link Technology CO.,LTD
24:4E:7B:00:00:00/28	TekelekE	Tekelek Europe Ltd
24:4E:7B:10:00:00/28	Sonoscap	sonoscape
24:4E:7B:20:00:00/28	RccTime	Rcc Time Co.,Limited
24:4E:7B:30:00:00/28	Shenzhen	Shenzhen Ruixunyun Technology Co.,Ltd.
24:4E:7B:40:00:00/28	LeshiInt	Leshi Internet Information & Technology (Beijing) Corp.
24:4E:7B:50:00:00/28	JiangsuX	Jiangsu Xuanbo Electronic Technologies Co.,Ltd
24:4E:7B:60:00:00/28	OwasysAd	Owasys Advanced Wireless Devices
24:4E:7B:70:00:00/28	NanjingW	Nanjing Wanlida Technology Co., Ltd.
24:4E:7B:80:00:00/28	Cyber1St
24:4E:7B:90:00:00/28	UnimatAu	UniMAT Automation Technology Co., Ltd.
24:4E:7B:A0:00:00/28	Shenzhen	Shenzhen AWT science & technology limited
24:4E:7B:B0:00:00/28	MightyAu	Mighty Audio, Inc.
24:4E:7B:C0:00:00/28	Chunghsi	Chunghsin Technology Group Co.,Ltd
24:4E:7B:D0:00:00/28	ChurchDw	Church & Dwight Co., Inc.
24:4E:7B:E0:00:00/28	WithwinT	WithWin Technology ShenZhen CO.,LTD
28:2C:02:00:00:00/28	SakataDe	SAKATA DENKI Co., Ltd.
28:2C:02:10:00:00/28	Astronic	Astronics AES
28:2C:02:20:00:00/28	Shenzhen	Shenzhen emb-star technology co. LTD
28:2C:02:30:00:00/28	DexinDig	Dexin Digital Technology Corp. Ltd.
28:2C:02:40:00:00/28	EfentoTP	Efento T P Szydłowski K Zaręba Spółka Jawna
28:2C:02:50:00:00/28	Llc"Micr	Llc "Microteh"
28:2C:02:60:00:00/28	LookmanE	Lookman Electroplast Industries Ltd
28:2C:02:70:00:00/28	TelecomA	Telecom and Microelectonic Industries
28:2C:02:80:00:00/28	Shenzhen	Shenzhen Neoway Technology Co.,Ltd.
28:2C:02:90:00:00/28	SystecIn	Systec Intelligent Building Technology (Tianjin) Co.,Ltd.
28:2C:02:A0:00:00/28	Tokin	Tokin Limited
28:2C:02:B0:00:00/28	Thirdrea	ThirdReality, Inc
28:2C:02:C0:00:00/28	EpochInt	Epoch International Enterprises, Inc.
28:2C:02:D0:00:00/28	Shenzhen	Shenzhen Domenor Technology Llc
28:2C:02:E0:00:00/28	Capintec	Capintec, Inc.
28:36:38:00:00:00/28	KnowlesE	Knowles Electronics LLC
28:36:38:10:00:00/28	Panasoni	Panasonic System Solutions Europe
28:36:38:20:00:00/28	Shenzhen	Shenzhen Gospell Smarthome Electronic Co., Ltd.
28:36:38:30:00:00/28	Sabinete	Sabinetek
28:36:38:40:00:00/28	DspreadT	Dspread Technology (Beijing) Inc.
28:36:38:50:00:00/28	Chargeli	Chargelib
28:36:38:60:00:00/28	GeorgNeu	Georg Neumann GmbH
28:36:38:70:00:00/28	Innovati	Innovative Technology Ltd
28:36:38:80:00:00/28	HavellsI	Havells India Limited
28:36:38:90:00:00/28	Shenzhen	Shenzhen Zhi Hua Creative Technology Co., Ltd.
28:36:38:A0:00:00/28	BluekeyP	Bluekey Pty Ltd
28:36:38:B0:00:00/28	Shanghai	ShangHai Canall Information Technology Co.,Ltd
28:36:38:C0:00:00/28	Swisson	Swisson AG
28:36:38:D0:00:00/28	AppeakTe	APPEAK Technology System Co.Ltd.
28:36:38:E0:00:00/28	ScaHygie	SCA Hygiene Products AB
28:F5:37:00:00:00/28	ValeoSie	Valeo Siemens eAutomotive Norway
28:F5:37:10:00:00/28	Umojo
28:F5:37:20:00:00/28	UnicairC	Unicair Communication Tec Co., Ltd.
28:F5:37:30:00:00/28	Primetec	Primetech Engineering Corp.
28:F5:37:40:00:00/28	PhynLlc	Phyn LLC
28:F5:37:50:00:00/28	Atomrock	Atomrock LLC
28:F5:37:60:00:00/28	Myomega	MyOmega Systems GmbH
28:F5:37:70:00:00/28	Shenzhen	Shenzhen Modern Cowboy Technology Co.,Ltd.
28:F5:37:80:00:00/28	1More
28:F5:37:90:00:00/28	HerbertW	Herbert Waldmann GmbH & Co. KG
28:F5:37:A0:00:00/28	Honeywel	Honeywell Safety Products USA, Inc
28:F5:37:B0:00:00/28	LogimSof	LogiM GmbH Software und Entwicklung
28:F5:37:C0:00:00/28	MatricxS	Matricx Singapore Pte Ltd
28:F5:37:D0:00:00/28	Skyrocke	Skyrockettoys LLC
28:F5:37:E0:00:00/28	Performa	Performance Motion Devices
28:FD:80:00:00:00/28	Millcode
28:FD:80:10:00:00/28	Galileo	Galileo, Inc.
28:FD:80:20:00:00/28	Zhixiang	Zhixiang Technology Co., Ltd.
28:FD:80:30:00:00/28	Nuuo	NUUO, Inc.
28:FD:80:40:00:00/28	DigitalS	Digital Signal Corp
28:FD:80:50:00:00/28	Xiaocong	Xiaocong Network Limited
28:FD:80:60:00:00/28	VigilMon	Vigil Monitoring
28:FD:80:70:00:00/28	Universi	University of York
28:FD:80:80:00:00/28	JascoPro	Jasco Products Company
28:FD:80:90:00:00/28	Jinliton	Jinlitong International Co.,Ltd
28:FD:80:A0:00:00/28	ApolloDi	Apollo Digital (Taiwan) Ltd.
28:FD:80:B0:00:00/28	PoketHar	Poket Hardware GmbH
28:FD:80:C0:00:00/28	AirbusDe	Airbus Defence and Space Oy
28:FD:80:D0:00:00/28	Grandway	Grandway Technology (Shenzhen) Limited
28:FD:80:E0:00:00/28	T-RadioA	T-Radio AS
28:FD:80:F0:00:00/28	Private
2C:16:BD:00:00:00/28	BeijingJ	Beijing Jishi Huitong Technology Co., Ltd.
2C:16:BD:10:00:00/28	Curtiss-	Curtiss-Wright Drive Technology
2C:16:BD:20:00:00/28	Aimco
2C:16:BD:30:00:00/28	Saft	Saft AB
2C:16:BD:40:00:00/28	SunitOy	Sunit Oy
2C:16:BD:50:00:00/28	BeijingZ	Beijing Zhijian Link Technology Co., Ltd.
2C:16:BD:60:00:00/28	Cloudwal	Cloudwalk Technology Co.,Ltd
2C:16:BD:70:00:00/28	SctOptro	Sct Optronics Co., Ltd
2C:16:BD:80:00:00/28	Shenzhen	Shenzhen elink smart Co., ltd
2C:16:BD:90:00:00/28	Shanghai	Shanghai Walktech Information Technology Co.,Ltd.
2C:16:BD:A0:00:00/28	Shenzhen	Shenzhen Haiying Wire Tech Co., Ltd.
2C:16:BD:B0:00:00/28	Lingdong	Lingdong Technology (Beijing) Co. Ltd
2C:16:BD:C0:00:00/28	BeijingC	Beijing CHJ Automotive Co., Ltd.
2C:16:BD:D0:00:00/28	Hangzhou	Hangzhou Yanzhi Technology Co.,Ltd.
2C:16:BD:E0:00:00/28	Molex	Molex Incorporated
2C:26:5F:00:00:00/28	XiamenVo	Xiamen Vorlink Iot Technology Co.,Ltd.
2C:26:5F:10:00:00/28	Griessba	Griessbach
2C:26:5F:20:00:00/28	JiangsuJ	Jiangsu JARI Technology Group Co., LTD
2C:26:5F:30:00:00/28	Shenzhen	shenzhen Clever Electronic Co., Ltd.
2C:26:5F:40:00:00/28	GtaElect	GTA Electronics Co., Ltd.
2C:26:5F:50:00:00/28	Motec	Motec GmbH
2C:26:5F:60:00:00/28	Appostar	Appostar Technology Co. Ltd
2C:26:5F:70:00:00/28	Coremate	Coremate Technical Co., Ltd
2C:26:5F:80:00:00/28	ItusNetw	Itus Networks, LLC
2C:26:5F:90:00:00/28	BrüelKja	Brüel & Kjaer Vibro GmbH
2C:26:5F:A0:00:00/28	PolaraEn	Polara Engineering
2C:26:5F:B0:00:00/28	Rexgen	Rexgen Inc.
2C:26:5F:C0:00:00/28	AatonDig	Aaton Digital
2C:26:5F:D0:00:00/28	ECore	E Core Corporation
2C:26:5F:E0:00:00/28	Hysentel	Hysentel Technology Co., Ltd
2C:26:5F:F0:00:00/28	Private
2C:27:9E:00:00:00/28	Changzho	Changzhou WEBO Weighing Device & System CO.,LTD
2C:27:9E:10:00:00/28	Electron	Electronique Bluewave Inc.
2C:27:9E:20:00:00/28	KunyiEle	Kunyi electronic technology (Shanghai) Co., Ltd.
2C:27:9E:30:00:00/28	Private
2C:27:9E:40:00:00/28	Shijiazh	Shijiazhuang King Transportation Equipment Co.,Ltd
2C:27:9E:50:00:00/28	Audionor	AudioNord Distribution A/S
2C:27:9E:60:00:00/28	Rutledge	Rutledge Omni Services Pte Ltd
2C:27:9E:70:00:00/28	Focal-Jm	FOCAL-JMLab
2C:27:9E:80:00:00/28	Institut	Institut Dr. Foerster GmbH & Co. KG
2C:27:9E:90:00:00/28	Octoscop	octoScope, Inc.
2C:27:9E:A0:00:00/28	Exegy	Exegy Inc
2C:27:9E:B0:00:00/28	Forties	Forties Inc.
2C:27:9E:C0:00:00/28	WaycomTe	WAYCOM Technology Co.,Ltd
2C:27:9E:D0:00:00/28	JiangsuJ	Jiangsu JianHu Science & Technology Co., Ltd.
2C:27:9E:E0:00:00/28	Amaryllo	Amaryllo International Inc.
2C:48:35:00:00:00/28	Progress	Progress Rail Services, Inspection and Information Systems
2C:48:35:10:00:00/28	Advanced	Advanced Electronics Company Ltd
2C:48:35:20:00:00/28	RheonikM	Rheonik Messtechnik GmbH
2C:48:35:30:00:00/28	NewtraxT	Newtrax Technologies Inc
2C:48:35:40:00:00/28	Geartech	Geartech Ltd
2C:48:35:50:00:00/28	ScoutSec	Scout Security, Inc.
2C:48:35:60:00:00/28	ExertusO	Exertus Oy
2C:48:35:70:00:00/28	Fast
2C:48:35:80:00:00/28	DpsElect	DPS Electronics
2C:48:35:90:00:00/28	Sureflap	SureFlap Ltd
2C:48:35:A0:00:00/28	Collatz+	Collatz+Trojan GmbH
2C:48:35:B0:00:00/28	Shanghai	Shanghai Visteon Automotive Electronics System CO. Ltd.
2C:48:35:C0:00:00/28	Santec	Santec Corporation
2C:48:35:D0:00:00/28	PhasorSo	Phasor Solutions Ltd
2C:48:35:E0:00:00/28	Irootech	Irootech Technology Co.,Ltd
2C:6A:6F:00:00:00/28	Shanghai	Shanghai Shuncom Electronic Technology Co.,Ltd
2C:6A:6F:10:00:00/28	ElkoEpSR	ELKO EP, s.r.o.
2C:6A:6F:20:00:00/28	Nanchang	NanChang LangJie Technology Co.,Ltd
2C:6A:6F:30:00:00/28	Cloudpro	Cloudproject Generation Srl
2C:6A:6F:40:00:00/28	Tinyco
2C:6A:6F:50:00:00/28	ShenZhen	Shen Zhen Sis Science & Technology Ltd.
2C:6A:6F:60:00:00/28	Beep	Beep, Inc.
2C:6A:6F:70:00:00/28	SmDsp	Sm Dsp Co.,Ltd.
2C:6A:6F:80:00:00/28	MilbankM	Milbank Manufacturing Co.
2C:6A:6F:90:00:00/28	LogicIoA	Logic IO Aps
2C:6A:6F:A0:00:00/28	Wellntel	Wellntel, Inc.
2C:6A:6F:B0:00:00/28	Schneide	Schneider Electric Korea
2C:6A:6F:C0:00:00/28	Sensity	Sensity Systems
2C:6A:6F:D0:00:00/28	Holjeron
2C:6A:6F:E0:00:00/28	EatonFhf	EATON FHF Funke + Huster Fernsig GmbH
2C:6A:6F:F0:00:00/28	Private
2C:D1:41:00:00:00/28	Icirroun	iCIRROUND Inc
2C:D1:41:10:00:00/28	Ezee	Ezee Systems Limited
2C:D1:41:20:00:00/28	Intellil	IntelliLUM
2C:D1:41:30:00:00/28	AoptixTe	AOptix Technologies, Inc
2C:D1:41:40:00:00/28	Shanghai	Shanghai RW ELE&TEC CO.,LTD
2C:D1:41:50:00:00/28	Zenic	Zenic Inc.
2C:D1:41:60:00:00/28	BoweiTec	Bowei Technology Company Limited
2C:D1:41:70:00:00/28	Xiamen35	XiaMen 35.com Technology Co,.Ltd.
2C:D1:41:80:00:00/28	MinnoLlc	Minno LLC
2C:D1:41:90:00:00/28	BeijingH	Beijing Hexing Chuangxiang Technology Co., Ltd.
2C:D1:41:A0:00:00/28	Fiberroa	Fiberroad Technology Co., Ltd.
2C:D1:41:B0:00:00/28	ResusInd	Resus Industries
2C:D1:41:C0:00:00/28	PinShang	PIN SHANG LED Co., LTD.
2C:D1:41:D0:00:00/28	Private
2C:D1:41:E0:00:00/28	CitaSmar	Cita Smart Solutions Ltd
2C:D1:41:F0:00:00/28	Private
30:09:F9:00:00:00/28	HurrayCl	Hurray Cloud Technology Co., Ltd.
30:09:F9:10:00:00/28	Shenzhen	Shenzhen Sunvell Electronics Co., Ltd.
30:09:F9:20:00:00/28	BeijingN	Beijing Netswift Technology Co.,Ltd.
30:09:F9:30:00:00/28	Ooo"Micr	OOO "Microlink-Svyaz"
30:09:F9:40:00:00/28	PunktTro	Punkt Tronics AG
30:09:F9:50:00:00/28	Velsitec	Velsitec-Clibase
30:09:F9:60:00:00/28	BeijingM	Beijing Mydreamplus Information Technology Co., Ltd.
30:09:F9:70:00:00/28	Maytroni	Maytronics Ltd.
30:09:F9:80:00:00/28	EssenceS	essence security
30:09:F9:90:00:00/28	Bonraybi	Bonraybio
30:09:F9:A0:00:00/28	Shenzhen	Shenzhen Tencent Computer System Co., Ltd.
30:09:F9:B0:00:00/28	SichuanN	Sichuan Nebula Networks Co.,LTD.
30:09:F9:C0:00:00/28	Honeywel	Honeywell
30:09:F9:D0:00:00/28	Technolo	Technology for Humankind
30:09:F9:E0:00:00/28	ZhongliH	ZhongLi HengFeng (Shenzhen) Technology co.,Ltd.
30:0A:60:00:00:00/28	Kazutech	KAZUtechnica Co.,Ltd.
30:0A:60:10:00:00/28	BeijingR	Beijing Ruiteng Zhongtian TECH Ltd.,Co
30:0A:60:20:00:00/28	Advanced	Advanced Electronic Designs, Inc.
30:0A:60:30:00:00/28	Private
30:0A:60:40:00:00/28	AvicJonh	Avic Jonhon Optronic Technology Co., Ltd.
30:0A:60:50:00:00/28	A9
30:0A:60:60:00:00/28	Realtime	Realtime biometrics India pvt ltd
30:0A:60:70:00:00/28	Newtons4	Newtons4th Ltd
30:0A:60:80:00:00/28	Bronkhor	Bronkhorst High-Tech BV
30:0A:60:90:00:00/28	WintekSy	WINTEK System Co., Ltd
30:0A:60:A0:00:00/28	Ampetron	Ampetronic Ltd
30:0A:60:B0:00:00/28	Giax	Giax GmbH
30:0A:60:C0:00:00/28	ThermoPr	Thermo Process Instruments, LP
30:0A:60:D0:00:00/28	SixthEne	Sixth Energy Technologies Private Limited
30:0A:60:E0:00:00/28	ImageoSR	Imageo s.r.o.
30:1F:9A:00:00:00/28	IlsanEle	Ilsan Electronics
30:1F:9A:10:00:00/28	Dewesoft	Dewesoft d.o.o.
30:1F:9A:20:00:00/28	ChisonMe	CHISON Medical Technologies Co., Ltd.
30:1F:9A:30:00:00/28	Micomsof	Micomsoft Co.,Ltd.
30:1F:9A:40:00:00/28	NcmSuppl	NCM Supplies, Inc.
30:1F:9A:50:00:00/28	BeijingS	Beijing Surestar Technology Co. Ltd,
30:1F:9A:60:00:00/28	YishengT	YiSheng technology co.,LTD
30:1F:9A:70:00:00/28	Triax	Triax A/S
30:1F:9A:80:00:00/28	FineTriu	Fine Triumph Technology Corp.,Ltd.
30:1F:9A:90:00:00/28	Private
30:1F:9A:A0:00:00/28	HunanCha	Hunan Changsha Hengjian Technoldgy Develpment Co.,Ltd.
30:1F:9A:B0:00:00/28	SmartCom	Smart Component Technologies LTD
30:1F:9A:C0:00:00/28	OrigamiG	Origami Group Limited
30:1F:9A:D0:00:00/28	Olimex	OLIMEX Ltd
30:1F:9A:E0:00:00/28	Shenzhen	Shenzhen Fengliyuan Energy Conservating Technology Co. Ltd
34:00:8A:00:00:00/28	AngeeTec	Angee Technologies Ltd.
34:00:8A:10:00:00/28	ZqamComm	ZQAM Communications
34:00:8A:20:00:00/28	Rpe"Moni	RPE "Monitor"
34:00:8A:30:00:00/28	Globex99	Globex 99 LTD
34:00:8A:40:00:00/28	FotonicI	Fotonic i Norden AB
34:00:8A:50:00:00/28	FederalA	Federal Aviation Administration
34:00:8A:60:00:00/28	SithonTe	Sithon Technologies SAS
34:00:8A:70:00:00/28	Ubergard	uberGARD Pte. Ltd.
34:00:8A:80:00:00/28	Shenzhen	Shenzhen Andakai Technologies Co., Ltd.
34:00:8A:90:00:00/28	KeruyunT	Keruyun Technoligies(Beijing) Corporation Limited
34:00:8A:A0:00:00/28	Hibertek	Hibertek International Limited
34:00:8A:B0:00:00/28	ProjectE	Project Engineering srl
34:00:8A:C0:00:00/28	Shenzhen	Shenzhen Eternal Idea Tech Co.,Ltd
34:00:8A:D0:00:00/28	ChengduH	ChengDu HuiZhong Cloud Information Technology Co., Ltd.
34:00:8A:E0:00:00/28	Shenzhen	Shenzhen Wxl Electronics Co., Ltd.
34:04:9E:00:00:00/28	Gochip	GoChip Inc.
34:04:9E:10:00:00/28	Connecte	Connected IO
34:04:9E:20:00:00/28	EfdInduc	EFD Induction
34:04:9E:30:00:00/28	NanjingM	Nanjing Mythware Information Technology Co., Ltd.
34:04:9E:40:00:00/28	HarbinYa	Harbin Yantuo Science and Technology Development Co., Ltd
34:04:9E:50:00:00/28	SeeinerT	Seeiner Technology Co.,LTD
34:04:9E:60:00:00/28	LifeInte	Life Interface Co., Ltd.
34:04:9E:70:00:00/28	PebbleTe	Pebble Technology
34:04:9E:80:00:00/28	EclipseI	Eclipse Information Technologies
34:04:9E:90:00:00/28	Private
34:04:9E:A0:00:00/28	I3Intern	i3 International Inc.
34:04:9E:B0:00:00/28	Eginity	Eginity, Inc.
34:04:9E:C0:00:00/28	Private
34:04:9E:D0:00:00/28	Uikismar	uikismart
34:04:9E:E0:00:00/28	NdSatcom	ND SatCom GmbH
34:29:8F:00:00:00/28	Blackedg	BlackEdge Capital
34:29:8F:10:00:00/28	ChengduM	Chengdu Meross Technology Co., Ltd.
34:29:8F:20:00:00/28	Shenzhen	Shenzhen Advance River System Technology Co., Ltd
34:29:8F:30:00:00/28	BeijingV	Beijing Vorx Telecommunications Co., Ltd.
34:29:8F:40:00:00/28	IsraVisi	ISRA Vision AG
34:29:8F:50:00:00/28	Highlite	Highlite International B.V.
34:29:8F:60:00:00/28	BellmanS	Bellman & Symfon
34:29:8F:70:00:00/28	Dongguan	Dongguan Kingtron Electronics Tech Co., Ltd
34:29:8F:80:00:00/28	NanjingS	Nanjing Sandemarine Electric Co.,Ltd
34:29:8F:90:00:00/28	Wiesheu	Wiesheu GmbH
34:29:8F:A0:00:00/28	VirtualT	Virtual Trunk Pte Ltd
34:29:8F:B0:00:00/28	Schnick-	Schnick-Schnack-Systems GmbH
34:29:8F:C0:00:00/28	AlbertHa	Albert Handtmann Maschinenfabrik GmbH&Co.KG
34:29:8F:D0:00:00/28	Keystone	Keystone Electronic Solutions
34:29:8F:E0:00:00/28	ArcTechn	ARC Technology Co., Ltd
34:D0:B8:00:00:00/28	Captec	Captec Ltd
34:D0:B8:10:00:00/28	Shenzhen	Shenzhen Bao Lai Wei Intelligent Technology Co., L
34:D0:B8:20:00:00/28	Blustrea	Blustream Pty Ltd
34:D0:B8:30:00:00/28	Tascent	Tascent, Inc.
34:D0:B8:40:00:00/28	EqplayIn	EQPlay Intelligent Technology(Kunshan) Co,Ltd.
34:D0:B8:50:00:00/28	Eesy-Inn	eesy-innovation GmbH
34:D0:B8:60:00:00/28	Numberfo	NumberFour AG
34:D0:B8:70:00:00/28	Shenzhen	Shenzhen Rikomagic Tech Corp.,Ltd
34:D0:B8:80:00:00/28	VtrekGro	Vtrek Group International Ltd.
34:D0:B8:90:00:00/28	SkytechC	Skytech Creations Limited
34:D0:B8:A0:00:00/28	MeatestS	Meatest sro
34:D0:B8:B0:00:00/28	Orosound	Orosound Sas
34:D0:B8:C0:00:00/28	GloryMar	Glory Mark Electronic Ltd. Taiwan Branch (B.V.I.)
34:D0:B8:D0:00:00/28	NtxEmbed	NTX Embedded
34:D0:B8:E0:00:00/28	Kongqigu	Kongqiguanjia (Beijing)Technology co.，ltd
34:E1:D1:00:00:00/28	TianjinS	Tianjin Sublue Ocean Science & Technology Co., Ltd
34:E1:D1:10:00:00/28	SamaNext	SAMA NextGen PTE Limited
34:E1:D1:20:00:00/28	TetonCam	Teton Camera LLC
34:E1:D1:30:00:00/28	RincoUlt	Rinco Ultrasonics AG
34:E1:D1:40:00:00/28	AsaInnov	ASA Innovation & Technology Ltd.
34:E1:D1:50:00:00/28	DokiTech	Doki Technologies Limited
34:E1:D1:60:00:00/28	NingboHu	Ningbo Hua Gao Mdt Info Tech Ltd
34:E1:D1:70:00:00/28	GeniusPr	Genius Pros
34:E1:D1:80:00:00/28	Hubitat	Hubitat Inc.
34:E1:D1:90:00:00/28	ApartAud	Apart Audio NV
34:E1:D1:A0:00:00/28	OrcamTec	OrCam Technologies
34:E1:D1:B0:00:00/28	ApgCashD	APG Cash Drawer, LLC
34:E1:D1:C0:00:00/28	CrewByTr	CREW by True Rowing, Inc.
34:E1:D1:D0:00:00/28	Hi-TechO	Hi-Tech.Org
34:E1:D1:E0:00:00/28	Annapurn	Annapurna labs
38:3A:21:00:00:00/28	R3CInfor	R3C Information(Shenzhen) Co.，Ltd.
38:3A:21:10:00:00/28	Hobart	HOBART GmbH
38:3A:21:20:00:00/28	Shenzhen	Shenzhen HS Fiber Communication Equipment CO., LTD
38:3A:21:30:00:00/28	Shanghai	Shanghai Greatwall Safety System Co.,Ltd
38:3A:21:40:00:00/28	Dongguan	Dongguan Innovation Technology Co Ltd
38:3A:21:50:00:00/28	OooNppUr	OOO NPP Uraltechnologiya
38:3A:21:60:00:00/28	Shenzhen	Shenzhen Smart-core Technology co., Ltd.
38:3A:21:70:00:00/28	ChengduK	Chengdu Krosslan Technology Inc.
38:3A:21:80:00:00/28	AlicatSc	Alicat Scientific
38:3A:21:90:00:00/28	SkylarkW	Skylark Wireless LLC
38:3A:21:A0:00:00/28	Foresigh	Foresight Sports
38:3A:21:B0:00:00/28	Pactron
38:3A:21:C0:00:00/28	MissionE	Mission Embedded GmbH
38:3A:21:D0:00:00/28	Colooc	Colooc AB
38:3A:21:E0:00:00/28	SdnwareT	SDNware technology co.,LTD
38:73:EA:00:00:00/28	L-3Commu	L-3 Communications Mobile-Vision, Inc.
38:73:EA:10:00:00/28	KingwayI	KingWay Information Co.,Ltd.
38:73:EA:20:00:00/28	Eyesight	Eyesight(Shanghai)Communication Technology Co.,Ltd.
38:73:EA:30:00:00/28	ProchPla	Proch plastic Co., Ltd.
38:73:EA:40:00:00/28	LightBlu	Light Blue Optics Ltd.
38:73:EA:50:00:00/28	Istcontr	Istcontrol
38:73:EA:60:00:00/28	LiveSent	Live Sentinel
38:73:EA:70:00:00/28	Pinggps	PingGPS Inc
38:73:EA:80:00:00/28	RockElec	Rock Electronic Co., Ltd.
38:73:EA:90:00:00/28	Lightfor	Lightform, Inc.
38:73:EA:A0:00:00/28	Shenzhen	Shenzhen Cse Technology Co., Ltd
38:73:EA:B0:00:00/28	Shanghai	Shanghai ZoomSmart Technology Co., Ltd.
38:73:EA:C0:00:00/28	LgElectr	LG Electronics
38:73:EA:D0:00:00/28	Annapurn	Annapurna labs
38:73:EA:E0:00:00/28	Shenzhen	Shenzhen Jixian Technology Co., Ltd.
38:B1:9E:00:00:00/28	TripleJu	Triple Jump Medical
38:B1:9E:10:00:00/28	Freedomp	Freedompro Srl
38:B1:9E:20:00:00/28	Hdanywhe	Hdanywhere
38:B1:9E:30:00:00/28	AvoDevel	Avo Development Ltd
38:B1:9E:40:00:00/28	BasalteB	Basalte BVBA
38:B1:9E:50:00:00/28	StarElec	Star Electronics GmbH & CoKG
38:B1:9E:60:00:00/28	ThrustNe	Thrust Networks
38:B1:9E:70:00:00/28	BeijingM	Beijing Memblaze Technology Co Ltd
38:B1:9E:80:00:00/28	Boco	BoCo Inc.
38:B1:9E:90:00:00/28	DoepkeSc	Doepke Schaltgeräte GmbH
38:B1:9E:A0:00:00/28	Aeroespa	Aeroespacial Guosheng Technology Co., Ltd
38:B1:9E:B0:00:00/28	SystemQ	System Q Ltd
38:B1:9E:C0:00:00/28	Gesellsc	Gesellschaft industrieller Technologien
38:B1:9E:D0:00:00/28	DallasDe	Dallas Delta Corporation
38:B1:9E:E0:00:00/28	Shenzhen	ShenZhen ShuaiXian Electronic Equipment Co.Ltd
38:B8:EB:00:00:00/28	BumjinC&	Bumjin C&L Co., Ltd.
38:B8:EB:10:00:00/28	1AConnec	1.A Connect GmbH
38:B8:EB:20:00:00/28	BaroxKom	barox Kommunikation GmbH
38:B8:EB:30:00:00/28	AinaWire	Aina Wireless Inc
38:B8:EB:40:00:00/28	Umlogics
38:B8:EB:50:00:00/28	Dojo-Lab	Dojo-Labs Ltd
38:B8:EB:60:00:00/28	Matrixst	Matrixstream Technologies, Inc.
38:B8:EB:70:00:00/28	Private
38:B8:EB:80:00:00/28	Ceenex	CeeNex Inc
38:B8:EB:90:00:00/28	NhsSiste	NHS Sistemas de Energia
38:B8:EB:A0:00:00/28	SecadSa	Secad Sa
38:B8:EB:B0:00:00/28	Exascale	ExaScaler Inc.
38:B8:EB:C0:00:00/28	Ajax	Ajax Systems Inc
38:B8:EB:D0:00:00/28	Yellowbr	Yellowbrick Data, Inc.
38:B8:EB:E0:00:00/28	WyresSas	Wyres SAS
38:FD:FE:00:00:00/28	EdgeI&D	Edge I&D Co., Ltd.
38:FD:FE:10:00:00/28	WaytoneB	Waytone (Beiijng) Communications Co.,Ltd
38:FD:FE:20:00:00/28	SmartSol	Smart Solution Technology, Inc
38:FD:FE:30:00:00/28	SiemensP	Siemens AG, PG IE R&D
38:FD:FE:40:00:00/28	NewTelec	New Telecom Solutions LLC
38:FD:FE:50:00:00/28	Captivea	CaptiveAire Systems Inc.
38:FD:FE:60:00:00/28	Inspero	Inspero Inc
38:FD:FE:70:00:00/28	Rademach	Rademacher Geraete-Elektronik GmbH
38:FD:FE:80:00:00/28	IndraNav	Indra Navia AS
38:FD:FE:90:00:00/28	OooGroup	OOO Group of Industrial Technologies
38:FD:FE:A0:00:00/28	Manageme	Management Service Corporation
38:FD:FE:B0:00:00/28	SwedishA	Swedish Adrenaline AB
38:FD:FE:C0:00:00/28	NewGarde	New Garden Co., Ltd.
38:FD:FE:D0:00:00/28	FubaAuto	FUBA Automotive Electronics GmbH
38:FD:FE:E0:00:00/28	IsmartEl	iSmart electronic technology co.,LTD
3C:24:F0:00:00:00/28	Shenzhen	Shenzhen Pinsida Technology Co.,Ltd.
3C:24:F0:10:00:00/28	Abrites	Abrites Ltd.
3C:24:F0:20:00:00/28	LaipacTe	Laipac Technology Inc.
3C:24:F0:30:00:00/28	Wisycom
3C:24:F0:40:00:00/28	Inter-Co	Inter-Coastal Electronics
3C:24:F0:50:00:00/28	CaskyEte	CASKY eTech Co., Ltd.
3C:24:F0:60:00:00/28	InterAct	Inter Action Corporation
3C:24:F0:70:00:00/28	Swissdot	Swissdotnet SA
3C:24:F0:80:00:00/28	SivatTec	Sivat Technology Co.,Ltd.
3C:24:F0:90:00:00/28	Siemens-	Siemens AG - Siemens Deutschland Mobility
3C:24:F0:A0:00:00/28	Shenzhen	Shenzhen Bestway Technology Co., Ltd
3C:24:F0:B0:00:00/28	Comatis
