prefix_36	short_name_36	name_36
00:50:C2:3A:F0:00/36	NorbitOd	Norbit ODM AS
00:50:C2:3B:00:00/36	Microtar	Microtarget Tecnologia Digital Ltda.
00:50:C2:3B:10:00/36	Specstro	Specstroy-Svyaz Ltd
00:50:C2:3B:20:00/36	Tennesse	Tennessee Valley Authority
00:50:C2:3B:30:00/36	MediaLab	Media Lab., Inc.
00:50:C2:3B:40:00/36	Contrôle	Contrôle Analytique inc.
00:50:C2:3B:50:00/36	NecTokin	NEC TOKIN Corporation
00:50:C2:3B:60:00/36	ArecontV	Arecont Vision
00:50:C2:3B:70:00/36	Mindspee	Mindspeed Technologies
00:50:C2:3B:80:00/36	KeithKoe	Keith & Koep GmbH
00:50:C2:3B:90:00/36	Gilbarco	Gilbarco Autotank AB
00:50:C2:3B:A0:00/36	PhytecMe	Phytec Messtechnik GmbH
00:50:C2:3B:B0:00/36	ImagoTec	IMAGO Technologies GmbH
00:50:C2:3B:C0:00/36	Tyzx	Tyzx, Inc.
00:50:C2:3B:D0:00/36	BigbangL	Bigbang L.T.D.
00:50:C2:3B:E0:00/36	PaulySte	Pauly Steuer- und Regelanlagen GmbH & Co. KG
00:50:C2:3B:F0:00/36	AudioPro	Audio Processing Technology Ltd
00:50:C2:3C:00:00/36	EdaIndus	EDA Industries Pte. Ltd
00:50:C2:3C:10:00/36	Microtek	MicroTek Electronics, Inc.
00:50:C2:3C:20:00/36	Casabyte	Casabyte Inc.
00:50:C2:3C:30:00/36	4GTechno	4g Technologies, L.P.
00:50:C2:3C:40:00/36	SyprisEl	Sypris Electronics
00:50:C2:3C:50:00/36	SiliconO	Silicon Optix Canada Inc.
00:50:C2:3C:60:00/36	NetOptic	Net Optics
00:50:C2:3C:70:00/36	SalentTe	Salent Technologies Ltd
00:50:C2:3C:80:00/36	WheelsOf	Wheels of Zeus Inc.
00:50:C2:3C:90:00/36	DilaxInt	Dilax Intelcom AG
00:50:C2:3C:A0:00/36	Abb	ABB Inc.
00:50:C2:3C:B0:00/36	Analytic	Analytica GmbH
00:50:C2:3C:C0:00/36	Linkwell	Linkwell Telesystems Pvt Ltd
00:50:C2:3C:D0:00/36	Micro-Me	Micro-Measurements
00:50:C2:3C:E0:00/36	WardLeon	Ward Leonard Electric Company
00:50:C2:3C:F0:00/36	Technova	Technovare Systems, Inc.
00:50:C2:3D:00:00/36	Micro-Ro	Micro-Robotics Limited
00:50:C2:3D:10:00/36	Braintro	Braintronics BV
00:50:C2:3D:20:00/36	AdilecEn	Adilec Enginyeria SL
00:50:C2:3D:30:00/36	American	American LED-gible Inc.
00:50:C2:3D:40:00/36	WisnuAnd	Wisnu and Supak Co.Ltd.
00:50:C2:3D:50:00/36	FlukeBio	Fluke Biomedical, Radiation Management Services
00:50:C2:3D:60:00/36	Comlab	Comlab Inc.
00:50:C2:3D:70:00/36	TtcTelek	TTC TELEKOMUNIKACE Ltd
00:50:C2:3D:80:00/36	Key	Key Systems , Inc.
00:50:C2:3D:90:00/36	BavariaD	Bavaria Digital Technik GmbH
00:50:C2:3D:A0:00/36	M5Data	M5 Data Limited
00:50:C2:3D:B0:00/36	Osmetech	Osmetech Inc.
00:50:C2:3D:C0:00/36	3DPercep	3D perception
00:50:C2:3D:D0:00/36	Elmic	ELMIC GmbH
00:50:C2:3D:E0:00/36	AbbPower	ABB Power Technologies S.p.A. Unità Operativa SACE (PTMV)
00:50:C2:3D:F0:00/36	Biode	BiODE Inc.
00:50:C2:3E:00:00/36	OyStingh	Oy Stinghorn Ltd
00:50:C2:3E:10:00/36	Neulion	NeuLion Incorporated
00:50:C2:3E:20:00/36	Sysnova
00:50:C2:3E:30:00/36	Csiro-Di	CSIRO - Division of Exploration and Mining
00:50:C2:3E:40:00/36	CueAS	CUE, a.s.
00:50:C2:3E:50:00/36	Vacon	Vacon Plc
00:50:C2:3E:60:00/36	Crde
00:50:C2:3E:70:00/36	Revoluti	Revolution Education Ltd
00:50:C2:3E:80:00/36	Conforma	Conformative Systems, Inc.
00:50:C2:3E:90:00/36	Medavant	MedAvant Healthcare
00:50:C2:3E:A0:00/36	AlroInfo	Alro Information Systems SA
00:50:C2:3E:B0:00/36	IssInter	ISS International
00:50:C2:3E:C0:00/36	Teneros
00:50:C2:3E:D0:00/36	BoardRoo	The Board Room Inc.
00:50:C2:3E:E0:00/36	Commoca	Commoca, Inc
00:50:C2:3E:F0:00/36	PatIndus	PAT Industries, DBA Pacific Advanced Technology
00:50:C2:3F:00:00/36	MegatecE	megatec electronic GmbH
00:50:C2:3F:10:00/36	SallandE	Salland Electronics Holding BV
00:50:C2:3F:20:00/36	Stl	STL GmbH
00:50:C2:3F:30:00/36	Abb-Powe	ABB AG - Power Grids - Grid Automation
00:50:C2:3F:40:00/36	McTechno	MC TECHNOLOGY GmbH
00:50:C2:3F:50:00/36	Phaedrus	Phaedrus Limited
00:50:C2:3F:60:00/36	Daftdata	dAFTdATA Limited
00:50:C2:3F:70:00/36	Advantag	Advantage R&D
00:50:C2:3F:80:00/36	Superna	Superna Ltd
00:50:C2:3F:90:00/36	Sintium	Sintium Ltd
00:50:C2:3F:A0:00/36	Tumsan
00:50:C2:3F:B0:00/36	NventSch	nVent, Schroff GmbH
00:50:C2:3F:C0:00/36	Weinberg	Weinberger Deutschland GmbH
00:50:C2:3F:D0:00/36	Hartmann	HARTMANN software GbR
00:50:C2:3F:E0:00/36	Haivisio	HaiVision Systems Inc
00:50:C2:3F:F0:00/36	CastIron	Cast Iron Systems
00:50:C2:40:00:00/36	Smartmot	SmartMotor AS
00:50:C2:40:10:00/36	Promess	Promess Incorporated
00:50:C2:40:20:00/36	NumeronS	Numeron Sp. z o.o.
00:50:C2:40:30:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
00:50:C2:40:40:00/36	Nanshanb	NanShanBridge Co.Ltd
00:50:C2:40:50:00/36	Guralp	Guralp Systems Limited
00:50:C2:40:60:00/36	Corestre	CoreStreet, Ltd
00:50:C2:40:70:00/36	AieEtude	AIE Etudes
00:50:C2:40:80:00/36	Tern	TERN, Inc.
00:50:C2:40:90:00/36	Ktec	Ktec Ltd
00:50:C2:40:A0:00/36	ContecSt	Contec Steuerungstechnik & Automation GmbH
00:50:C2:40:B0:00/36	CenterVo	Center VOSPI JSC
00:50:C2:40:C0:00/36	AppliedM	Applied Materials UK Ltd
00:50:C2:40:D0:00/36	AfonicsF	Afonics Fibreoptics Ltd
00:50:C2:40:E0:00/36	Ads-Tec	ads-tec GmbH
00:50:C2:40:F0:00/36	Bir	Bir,Inc.
00:50:C2:41:00:00/36	Grossenb	Grossenbacher Systeme AG
00:50:C2:41:10:00/36	Multimes	Multimessage Systems Ltd.
00:50:C2:41:20:00/36	TsbSolut	TSB Solutions Inc.
00:50:C2:41:30:00/36	Goodrich
00:50:C2:41:40:00/36	Talleres	Talleres de Escoriaza SA
00:50:C2:41:50:00/36	Sensotec	SensoTech GmbH
00:50:C2:41:60:00/36	SelcoSRL	SELCO s.r.l.
00:50:C2:41:70:00/36	Qt	QT systems ab
00:50:C2:41:80:00/36	PlaneaOy	Planea Oy
00:50:C2:41:90:00/36	MecselOy	Mecsel Oy
00:50:C2:41:A0:00/36	Bluewate	Bluewater Systems Ltd
00:50:C2:41:B0:00/36	LogimSof	LogiM GmbH Software und Entwicklung
00:50:C2:41:C0:00/36	Infrasaf	Infrasafe, Inc.
00:50:C2:41:D0:00/36	Altronic	Altronic, Inc.
00:50:C2:41:E0:00/36	Videotek	Videotek Sistemas Eletronicos Ltda.
00:50:C2:41:F0:00/36	Avionica	Avionica, Inc
00:50:C2:42:00:00/36	Boundles	Boundless Technologies
00:50:C2:42:10:00/36	Efsys
00:50:C2:42:20:00/36	Ads-Tec	ads-tec GmbH
00:50:C2:42:30:00/36	Power-On	Power-One Inc.
00:50:C2:42:40:00/36	Metrolab	Metrolab Technology SA
00:50:C2:42:50:00/36	Pinnacle	Pinnacle Technology
00:50:C2:42:60:00/36	StomSyst	STOM System
00:50:C2:42:70:00/36	ScheidtB	Scheidt & Bachmann GmbH
00:50:C2:42:80:00/36	Roxar	Roxar A/S
00:50:C2:42:90:00/36	Matthews	Matthews Australasia
00:50:C2:42:A0:00/36	DspDesig	Dsp Design
00:50:C2:42:B0:00/36	VlsipTec	Vlsip Technologies, Inc.
00:50:C2:42:C0:00/36	TrapezeS	Trapeze Software Group Inc
00:50:C2:42:D0:00/36	Argo-Tec	Argo-Tech
00:50:C2:42:E0:00/36	OelmannE	Oelmann Elektronik GmbH
00:50:C2:42:F0:00/36	Win4Net
00:50:C2:43:00:00/36	ArcomDig	Arcom Digital
00:50:C2:43:10:00/36	Octatron	Octatron, Inc.
00:50:C2:43:20:00/36	TopwayIn	Topway Industries Ltd.
00:50:C2:43:30:00/36	IdetechE	Idetech Europe S.A.
00:50:C2:43:40:00/36	Imperati	ImperativeNetworks
00:50:C2:43:50:00/36	AdatelTe	Adatel Telecomunicaciones S.A.
00:50:C2:43:60:00/36	Satellit	Satellite Services BV
00:50:C2:43:70:00/36	Powerwan	PowerWAN, Inc
00:50:C2:43:80:00/36	TelecomP	Telecom Protection Technologies Limited
00:50:C2:43:90:00/36	PeletonP	Peleton Photonic Systems
00:50:C2:43:A0:00/36	Prodesig	ProDesign GmbH
00:50:C2:43:B0:00/36	A3Ip
00:50:C2:43:C0:00/36	Ducommun	Ducommun LaBarge Technologies, Inc
00:50:C2:43:D0:00/36	AnnArbor	Ann Arbor Sensor Systems LLC
00:50:C2:43:E0:00/36	Copperco	Coppercom
00:50:C2:43:F0:00/36	ArvooIma	ARVOO Imaging Products BV
00:50:C2:44:00:00/36	Advanced	Advanced Modular Computers Ltd.
00:50:C2:44:10:00/36	SammiInf	Sammi Information Systems Co.,Ltd
00:50:C2:44:20:00/36	PicoComp	Pico Computing, Inc.
00:50:C2:44:30:00/36	Pickerin	Pickering Laboratories
00:50:C2:44:40:00/36	Offshore	Offshore Systems Ltd
00:50:C2:44:50:00/36	Micronic	MICRONIC s.r.o.
00:50:C2:44:60:00/36	MicroTec	Micro Technic A-S
00:50:C2:44:70:00/36	GrupoEpe	Grupo Epelsa S.L.
00:50:C2:44:80:00/36	Comtech	Comtech Systems Inc.
00:50:C2:44:90:00/36	BleileDa	BLEILE DATENTECHNIK GmbH
00:50:C2:44:A0:00/36	Elettron	Elettronica Santerno SpA
00:50:C2:44:B0:00/36	Solace	Solace Systems, Inc.
00:50:C2:44:C0:00/36	Computim	Computime Systems UK Ltd.
00:50:C2:44:D0:00/36	Electro-	Electro-Matic Products, Inc.
00:50:C2:44:E0:00/36	QqTechno	QQ Technology,Inc
00:50:C2:44:F0:00/36	Kippdata	kippdata GmbH
00:50:C2:45:00:00/36	Enconair	Enconair Ecological Chambers Inc.
00:50:C2:45:10:00/36	Hameg	HAMEG GmbH
00:50:C2:45:20:00/36	ScameSis	Scame Sistemi srl
00:50:C2:45:30:00/36	Erhardt+	Erhardt+Leimer GmbH
00:50:C2:45:40:00/36	BrivoLlc	Brivo Systems, LLC
00:50:C2:45:50:00/36	GogoBa	Gogo BA
00:50:C2:45:60:00/36	DrdcValc	DRDC Valcartier
00:50:C2:45:70:00/36	Danbridg	Danbridge
00:50:C2:45:80:00/36	HrzData	HRZ data GmbH
00:50:C2:45:90:00/36	PhytecMe	Phytec Messtechnik GmbH
00:50:C2:45:A0:00/36	Funkwerk	Funkwerk plettac electronic GmbH
00:50:C2:45:B0:00/36	MatraEle	Matra Electronique
00:50:C2:45:C0:00/36	DeisterE	Deister Electronic GmbH
00:50:C2:45:D0:00/36	DigitalE	Digital Engineering, Inc.
00:50:C2:45:E0:00/36	Hallibur	Halliburton - Sperry Drilling Service
00:50:C2:45:F0:00/36	T2CMarke	T2C Marketing AB
00:50:C2:46:00:00/36	Vitelnet
00:50:C2:46:10:00/36	TattileS	Tattile Srl
00:50:C2:46:20:00/36	Ct	CT Company
00:50:C2:46:30:00/36	Codem	Codem Systems, Inc.
00:50:C2:46:40:00/36	XytacSys	XYTAC system technologies
00:50:C2:46:50:00/36	Pdts	PDTS GmbH
00:50:C2:46:60:00/36	Lonap	LONAP Limited
00:50:C2:46:70:00/36	UnitedWe	United Western Technologies
00:50:C2:46:80:00/36	NetworkI	Network I/O
00:50:C2:46:90:00/36	BipomEle	BiPOM Electronics, Inc.
00:50:C2:46:A0:00/36	Ise	ISE GmbH
00:50:C2:46:B0:00/36	Easytech	EASYTECH GmbH
00:50:C2:46:C0:00/36	Camco	CAMCO GmbH
00:50:C2:46:D0:00/36	PaulSche	Paul Scherrer Institut (PSI)
00:50:C2:46:E0:00/36	AvenirTe	Avenir Technologies Inc.
00:50:C2:46:F0:00/36	Neurowar	Neuroware
00:50:C2:47:00:00/36	Cybectec	Cybectec inc.
00:50:C2:47:10:00/36	PixtreeT	Pixtree Technologies, inc.
00:50:C2:47:20:00/36	Kop	KOP Ltd
00:50:C2:47:30:00/36	SensusMe	Sensus Metering Systems Israel
00:50:C2:47:40:00/36	Venue1	Venue 1, Inc.
00:50:C2:47:50:00/36	Isepos	ISEPOS GmbH
00:50:C2:47:60:00/36	AsconSPA	Ascon S.p.a.
00:50:C2:47:70:00/36	SevTidsy	SEV Tidsystem AB
00:50:C2:47:80:00/36	Metafix	Metafix Inc.
00:50:C2:47:90:00/36	Unlimite	Unlimited Bandwidth LLC
00:50:C2:47:A0:00/36	Efficien	Efficient Channel Coding
00:50:C2:47:B0:00/36	PitneyBo	Pitney Bowes, Inc
00:50:C2:47:C0:00/36	Auconet	AUCONET GmbH
00:50:C2:47:D0:00/36	Wit	WIT Inc
00:50:C2:47:E0:00/36	EnergieU	Energie Umwelt Systemtechnik GmbH
00:50:C2:47:F0:00/36	Brit	BRIT Inc.
00:50:C2:48:00:00/36	Selkom	SELKOM GmbH
00:50:C2:48:10:00/36	Computer	Computer Sciences Corp
00:50:C2:48:20:00/36	PriamusS	Priamus System Technologies Ag
00:50:C2:48:30:00/36	Ses
00:50:C2:48:40:00/36	Kooltech	Kooltech LLC
00:50:C2:48:50:00/36	PhytecMe	Phytec Messtechnik GmbH
00:50:C2:48:60:00/36	Safegate	Safegate International AB
00:50:C2:48:70:00/36	Eridon	Eridon Corporation
00:50:C2:48:80:00/36	DaSistem	Da Sistemi Spa
00:50:C2:48:90:00/36	EreeElec	EREE Electronique
00:50:C2:48:A0:00/36	MobileMa	Mobile Matrix, Inc.
00:50:C2:48:B0:00/36	Ads-Tec	ads-tec GmbH
00:50:C2:48:C0:00/36	Uniton	Uniton Ag
00:50:C2:48:D0:00/36	MetronSp	Metron Sp. z o.o.
00:50:C2:48:E0:00/36	Teledyne	Teledyne Tekmar
00:50:C2:48:F0:00/36	Dengyosh	DENGYOSHA co.,LTD.
00:50:C2:49:00:00/36	Cloanto	Cloanto Corporation
00:50:C2:49:10:00/36	FrSauter	Fr. Sauter AG
00:50:C2:49:20:00/36	TrafsysA	Trafsys As
00:50:C2:49:30:00/36	Artis	Artis GmbH
00:50:C2:49:40:00/36	Ultimate	Ultimate Technology, Inc.
00:50:C2:49:50:00/36	VazaElek	VAZA Elektronik AB
00:50:C2:49:60:00/36	Acutelog	Acutelogic Corporation
00:50:C2:49:70:00/36	Advanced	Advanced Driver Information Technology GmbH
00:50:C2:49:80:00/36	QuartetT	Quartet Technology, Inc.
00:50:C2:49:90:00/36	TrelliaN	Trellia Networks
00:50:C2:49:A0:00/36	TelasicC	TelASIC Communications, Inc.
00:50:C2:49:B0:00/36	VgContro	vg controls, inc
00:50:C2:49:C0:00/36	Envisaco	Envisacor Technologies Inc.
00:50:C2:49:D0:00/36	Critical	Critical Link LLC
00:50:C2:49:E0:00/36	Armorlin	Armorlink Co.Ltd
00:50:C2:49:F0:00/36	Gcs	GCS, Inc
00:50:C2:4A:00:00/36	Advanced	Advanced technologies & Engineering (pty) Ltd
00:50:C2:4A:10:00/36	NventSch	nVent, Schroff GmbH
00:50:C2:4A:20:00/36	Specs	SPECS GmbH
00:50:C2:4A:30:00/36	ProtiumT	Protium Technologies, Inc.
00:50:C2:4A:40:00/36	IeeeP160	Ieee P1609 Wg
00:50:C2:4A:50:00/36	Teledyne	Teledyne Monitor Labs
00:50:C2:4A:60:00/36	BuyangEl	Buyang Electronics Industrial Co., Ltd.
00:50:C2:4A:70:00/36	IsegSpez	iseg Spezialelektronik GmbH
00:50:C2:4A:80:00/36	CyjayaKo	CYJAYA Korea
00:50:C2:4A:90:00/36	FaberEle	Faber Electronics BV
00:50:C2:4A:A0:00/36	HeinenEl	HEINEN ELEKTRONIK GmbH
00:50:C2:4A:B0:00/36	JvfCommu	JVF Communications Ltd
00:50:C2:4A:C0:00/36	Doramu	Doramu Co.,Ltd.
00:50:C2:4A:D0:00/36	Openpeak	OpenPeak, Inc.
00:50:C2:4A:E0:00/36	Ads-Tec	ads-tec GmbH
00:50:C2:4A:F0:00/36	OrbisOy	Orbis Oy
00:50:C2:4B:00:00/36	EsmartDi	Esmart Distribution Pte Ltd
00:50:C2:4B:10:00/36	NsfocusI	NSFOCUS Information Technology Co., Ltd.
00:50:C2:4B:20:00/36	TeslaAS	TESLA, a.s.
00:50:C2:4B:30:00/36	Ansa	ANSA Corporation
00:50:C2:4B:40:00/36	MatrixAu	Matrix Audio Designs
00:50:C2:4B:50:00/36	ValleyTe	Valley Tecnologia
00:50:C2:4B:60:00/36	GeneralR	General Resources Co., LTD.
00:50:C2:4B:70:00/36	GfiChron	GFI Chrono Time
00:50:C2:4B:80:00/36	Shenzhen	Shenzhen Hongdian Technologies.,Ltd
00:50:C2:4B:90:00/36	RoseTech	Rose Technologies
00:50:C2:4B:A0:00/36	Mistleto	Mistletoe Technologies
00:50:C2:4B:B0:00/36	Protonic	Protonic Holland
00:50:C2:4B:C0:00/36	SaiaBurg	Saia Burgess Controls AG
00:50:C2:4B:D0:00/36	ArgonSt	Argon ST
00:50:C2:4B:E0:00/36	DigitalD	Digital Dynamics, Inc.
00:50:C2:4B:F0:00/36	Westingh	Westinghouse Rail Systems Ltd
00:50:C2:4C:00:00/36	Bio-Logi	Bio-logic Systems Corp
00:50:C2:4C:10:00/36	MovazNet	Movaz Networks, Inc.
00:50:C2:4C:20:00/36	Elbit	Elbit Systems Ltd.
00:50:C2:4C:30:00/36	Quantum3	Quantum3D, Inc.
00:50:C2:4C:40:00/36	BlackDia	Black Diamond Video, Inc.
00:50:C2:4C:50:00/36	ExrayBro	eXray Broadband Inc.
00:50:C2:4C:60:00/36	Rubin	Rubin Ltd.
00:50:C2:4C:70:00/36	Transbit	Transbit Sp.z o.o.
00:50:C2:4C:80:00/36	Neets
00:50:C2:4C:90:00/36	Scirocco	Scirocco AB
00:50:C2:4C:A0:00/36	YargBiom	Yarg Biometrics Limited
00:50:C2:4C:B0:00/36	Verint	Verint Systems Ltd
00:50:C2:4C:C0:00/36	Impedime	ImpediMed Limited
00:50:C2:4C:D0:00/36	Securito	Securiton AG
00:50:C2:4C:E0:00/36	OpenDate	Open Date Equipment Limited
00:50:C2:4C:F0:00/36	Ziehl-Ab	Ziehl-Abegg AG
00:50:C2:4D:00:00/36	RcsEnerg	RCS Energy Management Ltd
00:50:C2:4D:10:00/36	SlicanSp	SLICAN sp. z o.o.
00:50:C2:4D:20:00/36	TwowayCa	Twoway CATV SERVICE INC.
00:50:C2:4D:30:00/36	ElprocSp	ELPROC sp. z o.o.
00:50:C2:4D:40:00/36	Herholdt	Herholdt Controls srl
00:50:C2:4D:50:00/36	SebaDesi	SEBA Design Pty Ltd
00:50:C2:4D:60:00/36	Ingenieu	Ingenieurbüro Schober
00:50:C2:4D:70:00/36	DeltaTau	Delta Tau Data Systems, Inc.
00:50:C2:4D:80:00/36	Avantry	Avantry Ltd.
00:50:C2:4D:90:00/36	GeSecuri	GE Security Kampro
00:50:C2:4D:A0:00/36	Mediorne	MEDIORNET GmbH
00:50:C2:4D:B0:00/36	AlfingMo	Alfing Montagetechnik GmbH
00:50:C2:4D:C0:00/36	AceElect	Ace Electronics, Inc.
00:50:C2:4D:D0:00/36	TruteqWi	Truteq Wireless (PTY) Ltd.
00:50:C2:4D:E0:00/36	GdMissio	GD Mission Systems
00:50:C2:4D:F0:00/36	ThermoEl	Thermo Electron
00:50:C2:4E:00:00/36	Telematr	Telematrix
00:50:C2:4E:10:00/36	SsTeleco	SS Telecoms CC
00:50:C2:4E:20:00/36	AppliedR	Applied Research Laboratories: UT
00:50:C2:4E:30:00/36	RomteckP	Romteck Pty Ltd
00:50:C2:4E:40:00/36	Embigenc	Embigence GmbH
00:50:C2:4E:50:00/36	Sedo	Sedo Systems Ltd
00:50:C2:4E:60:00/36	Photonic	Photonic Bridges Inc.
00:50:C2:4E:70:00/36	Computer	Computerized Elevator Contol
00:50:C2:4E:80:00/36	SatelSpZ	SATEL sp. z o.o.
00:50:C2:4E:90:00/36	Seachang	Seachange international
00:50:C2:4E:A0:00/36	Pmc
00:50:C2:4E:B0:00/36	Mandozzi	Mandozzi Elettronica SA
00:50:C2:4E:C0:00/36	ThalesDe	Thales Defence and Security Systems GmbH
00:50:C2:4E:D0:00/36	LabXTech	Lab X Technologies, LLC
00:50:C2:4E:E0:00/36	BeijingC	Beijing Corelogic Communication Co., Ltd.
00:50:C2:4E:F0:00/36	Creative	Creative Retail Entertainment
00:50:C2:4F:00:00/36	Medavant	MedAvant Healthcare
00:50:C2:4F:10:00/36	PacketIs	Packet Island Inc.
00:50:C2:4F:20:00/36	Tantroni	Tantronic AG
00:50:C2:4F:30:00/36	Autronic	Autronica Fire And Securirty
00:50:C2:4F:40:00/36	O2Run
00:50:C2:4F:50:00/36	MonroeEl	Monroe Electronics, Inc.
00:50:C2:4F:60:00/36	RealD	Real D
00:50:C2:4F:70:00/36	Waveip
00:50:C2:4F:80:00/36	ProdcoIn	Prodco International Inc.
00:50:C2:4F:90:00/36	RtdsTech	RTDS Technologies Inc.
00:50:C2:4F:A0:00/36	Cambridg	Cambridge Technology, Inc.
00:50:C2:4F:B0:00/36	BesTechn	BES Technology Group
00:50:C2:4F:C0:00/36	Hwayoung	Hwayoung RF Solution Inc
00:50:C2:4F:D0:00/36	NetworkA	Network Automation mxc AB
00:50:C2:4F:E0:00/36	GemElett	GEM ELETTRONICA Srl
00:50:C2:4F:F0:00/36	Dakty	Dakty GmbH
00:50:C2:50:00:00/36	Orenco	Orenco Systems, Inc.
00:50:C2:50:10:00/36	IbexUk	IBEX UK Limited
00:50:C2:50:20:00/36	Criterio	Criterion Systems Limited
00:50:C2:50:30:00/36	Respiron	Respironics Inc.
00:50:C2:50:40:00/36	Aphex	Aphex Systems Ltd.
00:50:C2:50:50:00/36	Computer	Computerwise, Inc.
00:50:C2:50:60:00/36	7+Kft	7+ Kft
00:50:C2:50:70:00/36	MicroCon	Micro Connect Pty Ltd
00:50:C2:50:80:00/36	Putercom	Putercom Enterprise Co., Ltd.
00:50:C2:50:90:00/36	Hillcres	Hillcrest Laboratories, Inc.
00:50:C2:50:A0:00/36	MonitorB	Monitor Business Machines Ltd
00:50:C2:50:B0:00/36	LogicBea	Logic Beach Inc
00:50:C2:50:C0:00/36	AirwiseT	Airwise Technology Co., Ltd.
00:50:C2:50:D0:00/36	Clearson	Clearsonics Pty. Ltd.
00:50:C2:50:E0:00/36	Fibresav	Fibresavers Corporation
00:50:C2:50:F0:00/36	Polystar	Polystar Instruments AB
00:50:C2:51:00:00/36	SummitDe	Summit Developmen
00:50:C2:51:10:00/36	TecnaSrl	Tecna Srl
00:50:C2:51:20:00/36	LinearAc	Linear Acoustic, Inc
00:50:C2:51:30:00/36	GenieNet	Genie Network Resource Management Inc.
00:50:C2:51:40:00/36	TadianEl	Tadian Electronics Systems LTD
00:50:C2:51:50:00/36	Monaghan	Monaghan Engineering, Inc.
00:50:C2:51:60:00/36	SowaElec	Sowa Electric Co., Ltd.
00:50:C2:51:70:00/36	SolidSta	Solid State Logic
00:50:C2:51:80:00/36	ChristEl	Christ Elektronik GmbH
00:50:C2:51:90:00/36	Dbmcorp	DBMCORP, Inc.
00:50:C2:51:A0:00/36	Speastec	SpeasTech, Inc.
00:50:C2:51:B0:00/36	BetaLase	Beta Lasermike Ltd
00:50:C2:51:C0:00/36	Toa	TOA Systems
00:50:C2:51:D0:00/36	Velux
00:50:C2:51:E0:00/36	AlconTec	Alcon Technologies
00:50:C2:51:F0:00/36	Traquair	Traquair Data Systems, Inc.
00:50:C2:52:00:00/36	MccainTr	McCain Traffic Supply
00:50:C2:52:10:00/36	ArisTech	Aris Technologies
00:50:C2:52:20:00/36	MarkIvId	Mark IV IDS Corp.
00:50:C2:52:30:00/36	AmrdecPr	AMRDEC Prototype Integration Facility
00:50:C2:52:40:00/36	MotecPty	Motec Pty Ltd
00:50:C2:52:50:00/36	Vastech
00:50:C2:52:60:00/36	AcSRO	AC SYSTEMS, s.r.o.
00:50:C2:52:70:00/36	Irtrans	IRTrans GmbH
00:50:C2:52:80:00/36	TattileS	Tattile srl
00:50:C2:52:90:00/36	PhytecMe	Phytec Messtechnik GmbH
00:50:C2:52:A0:00/36	Omnitron	Omnitronics Pty Ltd
00:50:C2:52:B0:00/36	SiconSrl	Sicon srl
00:50:C2:52:C0:00/36	VitecMul	Vitec Multimedia
00:50:C2:52:D0:00/36	Smartcom	Smartcom-Bulgaria AD
00:50:C2:52:E0:00/36	DspDesig	Dsp Design
00:50:C2:52:F0:00/36	Gesellsc	Gesellschaft für Rationalisierung und Rechentechnik mbH
00:50:C2:53:00:00/36	Innovati	Innovation, Institute, Inc
00:50:C2:53:10:00/36	OrionTec	Orion Technologies,LLC
00:50:C2:53:20:00/36	Nve	NVE Corporation
00:50:C2:53:30:00/36	Nanshanb	NanShanBridge Co.Ltd
00:50:C2:53:40:00/36	HyundaiJ	Hyundai J. Comm
00:50:C2:53:50:00/36	MmsServi	MMS Servis s.r.o.
00:50:C2:53:60:00/36	C2Diagno	C2 Diagnostics
00:50:C2:53:70:00/36	DstContr	Dst Control Ab
00:50:C2:53:80:00/36	Ethertek	EtherTek Circuits
00:50:C2:53:90:00/36	Detectio	Detection Technology Inc.
00:50:C2:53:A0:00/36	ImageCon	Image Control Design Limited
00:50:C2:53:B0:00/36	Teleks	Teleks Co. Ltd.
00:50:C2:53:C0:00/36	Marposs	Marposs SPA
00:50:C2:53:D0:00/36	DigitalC	Digital communications Technologies
00:50:C2:53:E0:00/36	Honeywel	Honeywell
00:50:C2:53:F0:00/36	EllipsBV	Ellips B.V.
00:50:C2:54:00:00/36	MesureCo	Mesure Controle Commande
00:50:C2:54:10:00/36	WavesSys	Waves System
00:50:C2:54:20:00/36	Avermedi	AVerMedia Technologies, Inc.
00:50:C2:54:30:00/36	DigiSesn	Digi Sesn Ag
00:50:C2:54:40:00/36	Zetera
00:50:C2:54:50:00/36	Secuinfo	SecuInfo Co., Ltd.
00:50:C2:54:60:00/36	Universi	Universidad de Chile Facultad de Medicina
00:50:C2:54:70:00/36	BlankomA	BLANKOM Antennentechnik GmbH
00:50:C2:54:80:00/36	ITWBetap	I.T.W. Betaprint
00:50:C2:54:90:00/36	NetsyntS	Netsynt S.p.A.
00:50:C2:54:A0:00/36	IptcTech	IPTC Tech. Comm. AB
00:50:C2:54:B0:00/36	Innopsys
00:50:C2:54:C0:00/36	Sintecno	Sintecnos srl
00:50:C2:54:D0:00/36	SilentSy	Silent System
00:50:C2:54:E0:00/36	Converge	Convergent Design
00:50:C2:54:F0:00/36	Valtroni	Valtronic SA
00:50:C2:55:00:00/36	LjuAutom	LJU Automatisierungstechnik GmbH
00:50:C2:55:10:00/36	Innovati	Innovative Neurotroncs
00:50:C2:55:20:00/36	Elfiq	Elfiq Inc.
00:50:C2:55:30:00/36	AthSyste	ATH system
00:50:C2:55:40:00/36	Weinzier	Weinzierl Engineering GmbH
