prefix_36	short_name_36	name_36
00:50:C2:C9:00:00/36	Reald
00:50:C2:C9:10:00/36	MediaTec	Media Technologies Ltd.
00:50:C2:C9:20:00/36	Emac	EMAC, Inc.
00:50:C2:C9:30:00/36	SensairP	SENSAIR Pty Ltd
00:50:C2:C9:40:00/36	IsisEngi	Isis Engineering, S.A.
00:50:C2:C9:50:00/36	IpsesSRL	IPSES S.r.l.
00:50:C2:C9:60:00/36	Cybercra	CyberCraft
00:50:C2:C9:70:00/36	Mstronic	Mstronic Co., Ltd.
00:50:C2:C9:80:00/36	Criticar	Criticare Systems, Inc
00:50:C2:C9:90:00/36	HjpcDbaP	HJPC Corporation dba Pactron
00:50:C2:C9:A0:00/36	PacompSp	PACOMP Sp. z o.o.
00:50:C2:C9:B0:00/36	SmElectr	Sm electronic co.
00:50:C2:C9:C0:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:C9:D0:00/36	RadiusSw	Radius Sweden AB
00:50:C2:C9:E0:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
00:50:C2:C9:F0:00/36	XxterBV	xxter b.v.
00:50:C2:CA:00:00/36	KieferTe	Kiefer technic GmbH
00:50:C2:CA:10:00/36	WayneKer	Wayne Kerr Electronics
00:50:C2:CA:20:00/36	Logical	The Logical Company
00:50:C2:CA:30:00/36	Ct	CT Company
00:50:C2:CA:40:00/36	VoxTechn	Vox Technologies
00:50:C2:CA:50:00/36	Yokowo	Yokowo Co.,Ltd
00:50:C2:CA:60:00/36	Vidisys	Vidisys GmbH
00:50:C2:CA:70:00/36	ThermoFi	Thermo Fisher Scientific
00:50:C2:CA:80:00/36	WithInte	Systems With Intelligence Inc.
00:50:C2:CA:90:00/36	Intellig	Intelligent Devices
00:50:C2:CA:A0:00/36	DspDesig	Dsp Design Ltd
00:50:C2:CA:B0:00/36	SaeIt	SAE IT-systems GmbH & Co. KG
00:50:C2:CA:C0:00/36	Purvis	PURVIS Systems Incorporated
00:50:C2:CA:D0:00/36	PacificC	Pacific Coast Engineering
00:50:C2:CA:E0:00/36	Campbell	Campbell Scientific Canada Corp.
00:50:C2:CA:F0:00/36	FrSauter	Fr. Sauter AG
00:50:C2:CB:00:00/36	Konsmeta	Konsmetal S.A.
00:50:C2:CB:10:00/36	ZkCellte	ZK Celltest Inc
00:50:C2:CB:20:00/36	Moravian	Moravian Instruments
00:50:C2:CB:30:00/36	Deuta-We	DEUTA-WERKE GmbH
00:50:C2:CB:40:00/36	GeaFarmT	GEA Farm Technologies GmbH
00:50:C2:CB:50:00/36	Private
00:50:C2:CB:60:00/36	KrontekP	Krontek Pty Ltd
00:50:C2:CB:70:00/36	Inotech	inotech GmbH
00:50:C2:CB:80:00/36	Raith	Raith GmbH
00:50:C2:CB:90:00/36	MicroTec	Micro Technic A/S
00:50:C2:CB:A0:00/36	DeltaTau	Delta Tau Data Systems, Inc.
00:50:C2:CB:B0:00/36	Coptonix	Coptonix GmbH
00:50:C2:CB:C0:00/36	CpEletro	Cp Eletronica Sa
00:50:C2:CB:D0:00/36	HiTechEl	Hi Tech Electronics Ltd
00:50:C2:CB:E0:00/36	CodeBlue	Code Blue Corporation
00:50:C2:CB:F0:00/36	Megacon	Megacon AB
00:50:C2:CC:00:00/36	WorldTim	World Time Solutions Limited
00:50:C2:CC:10:00/36	Level3Co	Level 3 Communications
00:50:C2:CC:20:00/36	Conectai	ConectaIP Tecnologia S.L.
00:50:C2:CC:30:00/36	Viscount	viscount systems inc.
00:50:C2:CC:40:00/36	GdMissio	GD Mission Systems
00:50:C2:CC:50:00/36	Tecnovum	Tecnovum AG
00:50:C2:CC:60:00/36	Kdt
00:50:C2:CC:70:00/36	Toproott	TOPROOTTechnology Corp. Ltd.
00:50:C2:CC:80:00/36	Private
00:50:C2:CC:90:00/36	Promess	Promess GmbH
00:50:C2:CC:A0:00/36	SanminaS	Sanmina Shenzhen
00:50:C2:CC:B0:00/36	Captivea	CaptiveAire Systems Inc.
00:50:C2:CC:C0:00/36	Smartech	Smartech-technology
00:50:C2:CC:D0:00/36	FujiData	FUJI DATA SYSTEM Co.,Ltd.
00:50:C2:CC:E0:00/36	Mac-Gray	Mac-Gray Corporation
00:50:C2:CC:F0:00/36	TaskSist	Task Sistemas De Computacao Ltda
00:50:C2:CD:00:00/36	MmeMuell	MME Mueller Mikroelektronik
00:50:C2:CD:10:00/36	AcdElekt	ACD Elektronik GmbH
00:50:C2:CD:20:00/36	Sim2Mult	SIM2 Multimedia S.p.A.
00:50:C2:CD:30:00/36	Covidenc	Covidence A/S
00:50:C2:CD:40:00/36	Schraml	SCHRAML GmbH
00:50:C2:CD:50:00/36	ArcosTec	Arcos Technologies Ltd.
00:50:C2:CD:60:00/36	Arktan	Arktan Systems
00:50:C2:CD:70:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:CD:80:00/36	It-IsInt	IT-IS International Ltd.
00:50:C2:CD:90:00/36	NdcInfra	NDC Infrared Engineering, Inc.
00:50:C2:CD:A0:00/36	Taskit	taskit GmbH
00:50:C2:CD:B0:00/36	Rutter	Rutter Inc
00:50:C2:CD:C0:00/36	AbbTrans	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:CD:D0:00/36	KCCShoka	K.C.C. Shokai Limited
00:50:C2:CD:E0:00/36	AxotecTe	Axotec Technologies GmbH
00:50:C2:CD:F0:00/36	CoreelTe	CoreEL TEchnologies (I) Pvt Ltd
00:50:C2:CE:00:00/36	Industri	Industrial Control Links, Inc.
00:50:C2:CE:10:00/36	Satellin	Satellink Inc.
00:50:C2:CE:20:00/36	SiconSrl	Sicon srl
00:50:C2:CE:30:00/36	Industri	Industrial Automatics Design Bureau
00:50:C2:CE:40:00/36	Tektroni	Tektronik
00:50:C2:CE:50:00/36	Maretron	Maretron, LLP
00:50:C2:CE:60:00/36	AplicaTe	Aplica Technologies
00:50:C2:CE:70:00/36	Echola	Echola Systems
00:50:C2:CE:80:00/36	ThomasBe	Thomas & Betts
00:50:C2:CE:90:00/36	Private
00:50:C2:CE:A0:00/36	KeithKoe	Keith & Koep GmbH
00:50:C2:CE:B0:00/36	ToyonRes	Toyon Research Corporation
00:50:C2:CE:C0:00/36	Erhardt+	Erhardt+Leimer GmbH
00:50:C2:CE:D0:00/36	Aeromech	AeroMechanical Services Ltd, FLYHT
00:50:C2:CE:E0:00/36	Embed-It	Embed-It Og
00:50:C2:CE:F0:00/36	Lupatecn	Lupatecnologia e Sistemas Ltda
00:50:C2:CF:00:00/36	InvisoBV	Inviso B.V.
00:50:C2:CF:10:00/36	Telgaas	TelGaAs, Inc.
00:50:C2:CF:20:00/36	WeissRob	Weiss Robotics GmbH & Co. KG
00:50:C2:CF:30:00/36	DaikenAu	Daiken Automacao Ltda
00:50:C2:CF:40:00/36	Baudisch	Baudisch Electronic GmbH
00:50:C2:CF:50:00/36	GogoBa	Gogo BA
00:50:C2:CF:60:00/36	EpecOy	Epec Oy
00:50:C2:CF:70:00/36	ArmourHo	Armour Home Electronics LTD
00:50:C2:CF:80:00/36	BeksKomm	beks Kommunikacios Technika kft
00:50:C2:CF:90:00/36	ElbitOfA	Elbit Systems of America
00:50:C2:CF:A0:00/36	GrupoEpe	Grupo Epelsa S.L.
00:50:C2:CF:B0:00/36	NewEmbed	New Embedded Technology
00:50:C2:CF:C0:00/36	TritiumP	Tritium Pty Ltd
00:50:C2:CF:D0:00/36	Airfolc	Airfolc,Inc.
00:50:C2:CF:E0:00/36	Techlead	Techleader
00:50:C2:CF:F0:00/36	Infrasaf	Infrasafe, Inc.
00:50:C2:D0:00:00/36	Bodensee	Bodensee Gravitymeter Geosystem GmbH
00:50:C2:D0:10:00/36	Aanderaa	Aanderaa Data Instruments
00:50:C2:D0:20:00/36	Survalen	Survalent Technology Corp
00:50:C2:D0:30:00/36	PeekelIn	Peekel Instruments B.V.
00:50:C2:D0:40:00/36	TehamaWi	Tehama Wireless
00:50:C2:D0:60:00/36	NckResea	nCk Research LLC
00:50:C2:D0:70:00/36	Iaf	IAF GmbH
00:50:C2:D0:80:00/36	Reimesch	Reimesch Kommunikationssysteme GmbH
00:50:C2:D0:90:00/36	Guardtec	Guardtec,Inc
00:50:C2:D0:A0:00/36	Airpoint	Airpoint Co., Ltd.
00:50:C2:D0:B0:00/36	CodacoEl	CODACO ELECTRONIC s.r.o.
00:50:C2:D0:C0:00/36	JvlIndus	JVL Industri Elektronik
00:50:C2:D0:D0:00/36	DecaCard	DECA Card Engineering GmbH
00:50:C2:D0:E0:00/36	WeinertE	Weinert Engineering GmbH
00:50:C2:D0:F0:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:D1:00:00/36	Rosslare	Rosslare Enterprises Ltd.
00:50:C2:D1:10:00/36	AplexTec	Aplex Technology Inc.
00:50:C2:D1:20:00/36	TokyoWel	Tokyo Weld Co.,Ltd.
00:50:C2:D1:30:00/36	GunmaEle	Gunma Electronics Co Ltd
00:50:C2:D1:40:00/36	SaetIS	Saet I.S.
00:50:C2:D1:50:00/36	Msr-Offi	MSR-Office GmbH
00:50:C2:D1:60:00/36	ImricorM	Imricor Medical Systems, Inc.
00:50:C2:D1:70:00/36	CueAS	CUE, a.s.
00:50:C2:D1:80:00/36	Glyn	Glyn GmbH & Co.KG
00:50:C2:D1:90:00/36	AppliedM	Applied Medical Technologies, Inc DBA AirClean Systems
00:50:C2:D1:A0:00/36	Gillam-F	Gillam-Fei S.A.
00:50:C2:D1:B0:00/36	Techkon	TECHKON GmbH
00:50:C2:D1:C0:00/36	ReconDyn	Recon Dynamics, LLC
00:50:C2:D1:D0:00/36	MocoMedi	Moco Media Pty Ltd
00:50:C2:D1:E0:00/36	Tobila	Tobila Systems, Inc.
00:50:C2:D1:F0:00/36	OlympusN	Olympus NDT Canada Inc.
00:50:C2:D2:00:00/36	7+Kft	7+ Kft
00:50:C2:D2:10:00/36	Innovati	Innovative Circuit Technology
00:50:C2:D2:20:00/36	EmdeeTec	eMDee Technology, Inc.
00:50:C2:D2:30:00/36	Blueston	Bluestone Technology GmbH
00:50:C2:D2:40:00/36	ExproNor	Expro North Sea
00:50:C2:D2:50:00/36	VafInstr	VAF Instruments BV
00:50:C2:D2:60:00/36	RchGroup	Rch Group
00:50:C2:D2:70:00/36	FrSauter	Fr.Sauter AG
00:50:C2:D2:80:00/36	Digitale	Digitale Analoge COMponenten West Electronic Vertriebs GmbH
00:50:C2:D2:90:00/36	AxibleTe	Axible Technologies
00:50:C2:D2:A0:00/36	Millenni	Millennium Electronics Pty.Ltd.
00:50:C2:D2:B0:00/36	VideoTec	Video Tech Laboratories, Inc.
00:50:C2:D2:C0:00/36	Schneide	Schneider Electric Motion USA
00:50:C2:D2:D0:00/36	CadiScie	Cadi Scientific Pte Ltd
00:50:C2:D2:E0:00/36	RsGesell	RS Gesellschaft fur Informationstechnik mbH & Co KG
00:50:C2:D2:F0:00/36	Key	Key Systems, Inc.
00:50:C2:D3:00:00/36	ActivFin	ACTIV Financial Systems, Inc.
00:50:C2:D3:10:00/36	UngavaTe	UNGAVA Technologies Inc.
00:50:C2:D3:20:00/36	Realtime	RealTime Systems Ltd
00:50:C2:D3:30:00/36	Maddalen	Maddalena S.p.A
00:50:C2:D3:40:00/36	GaonTech	GAON TECH corp.
00:50:C2:D3:50:00/36	Ug	UG Systems GmbH & Co. KG
00:50:C2:D3:60:00/36	Enatel	Enatel Limited
00:50:C2:D3:70:00/36	LjtAssoc	LJT & Associates, Inc.
00:50:C2:D3:80:00/36	KyowaEle	Kyowa Electronics Co.,Ltd.
00:50:C2:D3:90:00/36	ApexNv	Apex NV
00:50:C2:D3:A0:00/36	Wellsens	WellSense Technologies
00:50:C2:D3:B0:00/36	Gitsn	Gitsn Inc.
00:50:C2:D3:C0:00/36	Assystem	ASSYSTEM France
00:50:C2:D3:D0:00/36	TellabsO	Tellabs Operations Inc.
00:50:C2:D3:E0:00/36	SynatecE	Synatec Electronic GmbH
00:50:C2:D3:F0:00/36	Communic	Communication Systems Solutions
00:50:C2:D4:00:00/36	DemmelPr	demmel products
00:50:C2:D4:10:00/36	AreaEner	Area Energy, Inc.
00:50:C2:D4:20:00/36	HagenukK	Hagenuk KMT GmbH
00:50:C2:D4:30:00/36	Dsp4You	DSP4YOU LTd
00:50:C2:D4:40:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:D4:50:00/36	Technago	Technagon GmbH
00:50:C2:D4:60:00/36	ThalesNe	Thales Nederland BV
00:50:C2:D4:70:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
00:50:C2:D4:80:00/36	Watermar	Watermark Estate Management Services, LLC
00:50:C2:D4:90:00/36	SmithMet	Smith Meter, Inc
00:50:C2:D4:A0:00/36	AthSyste	ATH system
00:50:C2:D4:B0:00/36	IndraAus	Indra Australia
00:50:C2:D4:C0:00/36	DalogDia	DALOG Diagnosesysteme GmbH
00:50:C2:D4:D0:00/36	YardneyT	Yardney Technical Products Inc.
00:50:C2:D4:E0:00/36	KeithKoe	Keith & Koep GmbH
00:50:C2:D4:F0:00/36	Secom	SECOM GmbH
00:50:C2:D5:00:00/36	SolbrigE	Solbrig Electronics, Inc.
00:50:C2:D5:10:00/36	BettiniS	Bettini Srl
00:50:C2:D5:20:00/36	F+DFeinw	F+D Feinwerk- und Drucktechnik GmbH
00:50:C2:D5:30:00/36	Telemerk	Telemerkki Oy
00:50:C2:D5:40:00/36	AbtrackS	ABtrack s.r.l.
00:50:C2:D5:50:00/36	SternaSe	Sterna Security
00:50:C2:D5:60:00/36	SelexCom	SELEX Communications Limited
00:50:C2:D5:70:00/36	Hijikata	Hijikata Denki Corp.
00:50:C2:D5:80:00/36	Nik-Elek	NIK-ELEKTRONIKA Ltd
00:50:C2:D5:90:00/36	BuancoSy	Buanco System A/S
00:50:C2:D5:A0:00/36	Embedded	Embedded Monitoring Systems Ltd.
00:50:C2:D5:B0:00/36	Infiniti	Infinition Inc.
00:50:C2:D5:C0:00/36	IbetorSL	Ibetor S.L.
00:50:C2:D5:D0:00/36	Globalco	Globalcom Engineering Srl
00:50:C2:D5:E0:00/36	Infinite	infinitec co., ltd.
00:50:C2:D5:F0:00/36	Embedded	Embedded Solution Bank Co., Ltd.
00:50:C2:D6:00:00/36	NihonKes	Nihon Kessho Koogaku Co., Ltd.
00:50:C2:D6:10:00/36	System2	system2 GmbH
00:50:C2:D6:20:00/36	Emac	EMAC, Inc.
00:50:C2:D6:30:00/36	Dataregi	Dataregis S.A.
00:50:C2:D6:40:00/36	Tv1	TV1 GmbH
00:50:C2:D6:50:00/36	TxTechno	TX Technology Corp
00:50:C2:D6:60:00/36	UvaxConc	Uvax Concepts
00:50:C2:D6:70:00/36	KlingFre	KLING & FREITAG GmbH
00:50:C2:D6:80:00/36	HispeedD	HiSpeed Data, Inc.
00:50:C2:D6:90:00/36	GhlBhd	GHL Systems Bhd
00:50:C2:D6:A0:00/36	A&TElect	A&T Corporation, Electrics Group , LAS R&D Unit,
00:50:C2:D6:B0:00/36	NemecAut	Nemec Automation
00:50:C2:D6:C0:00/36	Alpha	ALPHA Corporation
00:50:C2:D6:D0:00/36	Pro-Digi	Pro-Digital Industria Eletronica
00:50:C2:D6:E0:00/36	BcIllumi	BC Illumination, Inc.
00:50:C2:D6:F0:00/36	ImtronMe	Imtron Messtechnik GmbH
00:50:C2:D7:00:00/36	CRobHamm	C. Rob. Hammerstein GmbH & Co. KG
00:50:C2:D7:10:00/36	Emac	EMAC, Inc.
00:50:C2:D7:20:00/36	Scale-Tr	Scale-Tron, Inc.
00:50:C2:D7:30:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:D7:40:00/36	Computec	Computech International
00:50:C2:D7:50:00/36	Collectr	Collectric AB
00:50:C2:D7:60:00/36	Telvent
00:50:C2:D7:70:00/36	FrSauter	Fr.SauterAG
00:50:C2:D7:80:00/36	P4QElect	P4Q Electronics
00:50:C2:D7:90:00/36	DsiRf	DSI RF Systems, Inc.
00:50:C2:D7:A0:00/36	Transbit	Transbit Sp. z o.o.
00:50:C2:D7:B0:00/36	Owita	OWITA GmbH
00:50:C2:D7:C0:00/36	Microcub	Microcubs Systems Pvt Ltd
00:50:C2:D7:D0:00/36	VoltechI	Voltech Instruments
00:50:C2:D7:E0:00/36	LynxTech	LYNX Technik AG
00:50:C2:D7:F0:00/36	HmiTechn	HMI Technologies
00:50:C2:D8:00:00/36	KeithKoe	Keith & Koep GmbH
00:50:C2:D8:10:00/36	TattileS	Tattile srl
00:50:C2:D8:20:00/36	AudioAut	Audio Authority Corp
00:50:C2:D8:30:00/36	Blankom
00:50:C2:D8:40:00/36	AbbTrans	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:D8:50:00/36	Vitec
00:50:C2:D8:60:00/36	EcommEra	Ecomm Era
00:50:C2:D8:70:00/36	Electrol	Electrolight Shivuk (1994) Ltd.
00:50:C2:D8:80:00/36	T+AElekt	T+A elektroakustik GmbH & Co.KG
00:50:C2:D8:90:00/36	VisualTe	Visual Telecommunication Network, Inc
00:50:C2:D8:A0:00/36	Optolink	OptoLink Industria e Comercio Ltda
00:50:C2:D8:B0:00/36	SiconSrl	Sicon srl
00:50:C2:D8:C0:00/36	Irphoton	iRphotonics
00:50:C2:D8:D0:00/36	Cs-Instr	CS-Instruments
00:50:C2:D8:E0:00/36	LsdScien	LSD Science&Technology Co.,Ltd.
00:50:C2:D8:F0:00/36	SyesSrl	Syes srl
00:50:C2:D9:00:00/36	DumpsEle	Dumps Electronic
00:50:C2:D9:10:00/36	ChauvinA	Chauvin Arnoux
00:50:C2:D9:20:00/36	Manz
00:50:C2:D9:30:00/36	Axlon	Axlon AB
00:50:C2:D9:40:00/36	Software	Software Effect Enterprises, Inc
00:50:C2:D9:50:00/36	Honeywel	Honeywell
00:50:C2:D9:60:00/36	Contec	CONTEC GmbH
00:50:C2:D9:70:00/36	ErsElect	ERS electronic GmbH
00:50:C2:D9:80:00/36	RongShun	Rong Shun Xuan Corp.
00:50:C2:D9:90:00/36	T-Indust	T-Industry, s.r.o.
00:50:C2:D9:A0:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:D9:B0:00/36	Intuitiv	Intuitive Surgical, Inc
00:50:C2:D9:C0:00/36	GamberJo	Gamber Johnson LLC
00:50:C2:D9:D0:00/36	MistralS	Mistral Solutions Pvt. Ltd
00:50:C2:D9:E0:00/36	Vocality	Vocality International Ltd
00:50:C2:D9:F0:00/36	BitwiseC	BitWise Controls
00:50:C2:DA:00:00/36	Precisio	Precision Remotes
00:50:C2:DA:10:00/36	Mangodsp
00:50:C2:DA:20:00/36	Metratec	metraTec GmbH
00:50:C2:DA:30:00/36	GdMissio	GD Mission Systems
00:50:C2:DA:40:00/36	Deuta-We	DEUTA-WERKE GmbH
00:50:C2:DA:50:00/36	MegatecE	megatec electronic GmbH
00:50:C2:DA:60:00/36	Manitowo	Manitowoc Ice
00:50:C2:DA:70:00/36	Capton
00:50:C2:DA:80:00/36	Sine	Sine Systems, Inc.
00:50:C2:DA:90:00/36	TielineR	Tieline Research Pty Ltd
00:50:C2:DA:A0:00/36	MPaul	M & Paul, Inc
00:50:C2:DA:B0:00/36	AplexTec	Aplex Technology Inc.
00:50:C2:DA:C0:00/36	RflElect	RFL Electronics, Inc.
00:50:C2:DA:D0:00/36	KeithKoe	Keith & Koep GmbH
00:50:C2:DA:E0:00/36	SpangPow	Spang Power Electronics
00:50:C2:DA:F0:00/36	EumigInd	eumig industrie-tv GmbH
00:50:C2:DB:00:00/36	ImagoTec	IMAGO Technologies GmbH
00:50:C2:DB:10:00/36	RfCode	RF Code, Inc
00:50:C2:DB:20:00/36	Software	SoftwareCannery
00:50:C2:DB:30:00/36	LaudaDrR	Lauda Dr. R. Wobser Gmbh & Co. Kg
00:50:C2:DB:40:00/36	ZaoNpc"K	ZAO NPC "Kompjuternie Technologii"
00:50:C2:DB:50:00/36	DspDesig	Dsp Design Ltd
00:50:C2:DB:60:00/36	Prosoft	Prosoft-Systems Ltd
00:50:C2:DB:70:00/36	SorelMik	SOREL GmbH Mikroelektronik
00:50:C2:DB:80:00/36	ComsatVe	Comsat VertriebsgmbH
00:50:C2:DB:90:00/36	PeekTraf	Peek Traffic Corporation
00:50:C2:DB:A0:00/36	MPElectr	M.P. Electronics
00:50:C2:DB:B0:00/36	Esensors	Esensors, Inc.
00:50:C2:DB:C0:00/36	NantesPr	Nantes Systems Private Limited
00:50:C2:DB:D0:00/36	Margento	Margento R&D
00:50:C2:DB:E0:00/36	Withsyst	WITHSYSTEM Co.,Ltd
00:50:C2:DB:F0:00/36	One-Nemo	One-Nemoto Engineering Corporation
00:50:C2:DC:00:00/36	Security	Security Services Group (SSG)
00:50:C2:DC:10:00/36	AcruxTec	Acrux Technology Limited
00:50:C2:DC:20:00/36	TesseraT	Tessera Technology Inc.
00:50:C2:DC:30:00/36	ZedZiegl	ZED Ziegler Electronic Devices GmbH
00:50:C2:DC:40:00/36	KeithKoe	Keith & Koep GmbH
00:50:C2:DC:50:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:DC:60:00/36	FluidCom	Fluid Components International
00:50:C2:DC:70:00/36	AgtHoldi	AGT Holdings Limited
00:50:C2:DC:80:00/36	T2M2	T2M2 GmbH
00:50:C2:DC:90:00/36	Kinotong	KinotonGmbH
00:50:C2:DC:A0:00/36	TeleData	Tele Data Control
00:50:C2:DC:B0:00/36	Ct	CT Company
00:50:C2:DC:C0:00/36	Instrume	Instrumentel Limited
00:50:C2:DC:D0:00/36	Dilitron	dilitronics GmbH
00:50:C2:DC:E0:00/36	MecselOy	Mecsel Oy
00:50:C2:DC:F0:00/36	McsEngen	MCS Engenharia ltda
00:50:C2:DD:00:00/36	IdcSolut	IDC Solutions Pty Ltd
00:50:C2:DD:10:00/36	Brankamp	Brankamp GmbH
00:50:C2:DD:20:00/36	Electron	Electronic Applications, Inc.
00:50:C2:DD:30:00/36	Rohde&Sc	Rohde&Schwarz Topex SA
00:50:C2:DD:40:00/36	Systech
00:50:C2:DD:50:00/36	FriendSp	Friend Spring Industrial Co., Ltd.
00:50:C2:DD:60:00/36	Wartsila	Wartsila Voyage Limited
00:50:C2:DD:70:00/36	TornadoM	Tornado Modular Systems
00:50:C2:DD:80:00/36	Leonardo	Leonardo MW Ltd (Land & Naval Defence Electronic)
00:50:C2:DD:90:00/36	Metrawar	Metraware
00:50:C2:DD:A0:00/36	RbzRobot	rbz robot design s.l.
00:50:C2:DD:B0:00/36	Luceo
00:50:C2:DD:C0:00/36	VisionCo	Vision & Control GmbH
00:50:C2:DD:D0:00/36	A&AGener	A&A General Srl
00:50:C2:DD:E0:00/36	DrsImagi	DRS Imaging and Targeting Solutions
00:50:C2:DD:F0:00/36	Device	Device GmbH
00:50:C2:DE:00:00/36	Internet	Internet Protocolo Logica Sl
00:50:C2:DE:10:00/36	AbbTrans	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:DE:20:00/36	Sequtec	Sequtec Inc
00:50:C2:DE:30:00/36	Breakawa	Breakaway Systems LLC
00:50:C2:DE:40:00/36	EgsTechn	EGS Technologies Ltd
00:50:C2:DE:50:00/36	Neets
00:50:C2:DE:60:00/36	FrSauter	Fr. Sauter AG
00:50:C2:DE:70:00/36	Elan	Elan Systems
00:50:C2:DE:80:00/36	VisualPr	Visual Productions
00:50:C2:DE:90:00/36	DacomWes	Dacom West GmbH
00:50:C2:DE:A0:00/36	Cerner	Cerner Corporation
00:50:C2:DE:B0:00/36	RuwischK	Ruwisch & Kollegen GmbH
00:50:C2:DE:C0:00/36	Vendnova	VendNovation LLC
00:50:C2:DE:D0:00/36	LeeLaser	Lee Laser
00:50:C2:DE:F0:00/36	Powersen	Powersense A/S
00:50:C2:DF:00:00/36	KoncarEl	Koncar Electrical Engineering Institute
00:50:C2:DF:10:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:DF:20:00/36	OceanSon	Ocean Sonics
00:50:C2:DF:30:00/36	Insevis	INSEVIS GmbH
00:50:C2:DF:40:00/36	PotterEl	Potter Electric Signal Co. LLC
00:50:C2:DF:50:00/36	Etherlig	EtherLight
00:50:C2:DF:60:00/36	HinoEngi	Hino Engineering, Inc
00:50:C2:DF:70:00/36	Combilen	Combilent
00:50:C2:DF:80:00/36	Tommotek	Tommotek (WA) Pty Ltd.
00:50:C2:DF:90:00/36	JennySci	Jenny Science AG
00:50:C2:DF:A0:00/36	MacValve	MAC Valves, Inc.
00:50:C2:DF:B0:00/36	BettiniS	Bettini Srl
00:50:C2:DF:C0:00/36	I-Evo	I-Evo Ltd
00:50:C2:DF:D0:00/36	Wotbox	Wotbox ltd
00:50:C2:DF:E0:00/36	XitekDes	Xitek Design Limited
00:50:C2:DF:F0:00/36	TantalEl	Tantal Electronica, Sl
00:50:C2:E0:00:00/36	AplexTec	Aplex Technology Inc.
00:50:C2:E0:10:00/36	TycoTraf	Tyco Traffic & Transportation
00:50:C2:E0:20:00/36	Cleversc	Cleverscope
00:50:C2:E0:30:00/36	IcuScand	ICU Scandinavia Schweiz GmbH
00:50:C2:E0:40:00/36	SecEngPt	Sec.Eng Systems Pty Ltd
00:50:C2:E0:50:00/36	Nocosium
00:50:C2:E0:60:00/36	EbnerEle	Ebner Electronic GmbH
00:50:C2:E0:70:00/36	Protagon	Protagon Process Technologies GmbH
00:50:C2:E0:80:00/36	KstTechn	KST Technology
00:50:C2:E0:90:00/36	Ateme
00:50:C2:E0:A0:00/36	SiconSrl	Sicon srl
00:50:C2:E0:B0:00/36	Seartech
00:50:C2:E0:C0:00/36	YouhoEle	Youho Electric Ind.,Ltd.
00:50:C2:E0:D0:00/36	Unixmedi	Unixmedia Srl
00:50:C2:E0:E0:00/36	PmacJapa	Pmac Japan
00:50:C2:E0:F0:00/36	Trentino	Trentino Systems
00:50:C2:E1:00:00/36	Radinetw	Radinetworks Co., Ltd
00:50:C2:E1:10:00/36	Radiomob	RadioMobile Inc
00:50:C2:E1:20:00/36	KagoElec	Kago Electronics BV
00:50:C2:E1:30:00/36	Automati	Automation Assist Japan Company
00:50:C2:E1:40:00/36	CalixtoP	Calixto Systems Pvt Ltd
00:50:C2:E1:50:00/36	IhiScube	IHI Scube Co.,Ltd
00:50:C2:E1:60:00/36	Jetstrea	Jetstream Ltd.
00:50:C2:E1:70:00/36	GallTank	Gall Tankdatensysteme GmbH
00:50:C2:E1:80:00/36	AbbTrans	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:E1:90:00/36	ZoeMedic	Zoe Medical
00:50:C2:E1:A0:00/36	Rosslare	Rosslare Enterprises Limited
00:50:C2:E1:B0:00/36	Embedded	Embedded Labs
00:50:C2:E1:C0:00/36	Saia-Bur	Saia-Burgess Controls AG
00:50:C2:E1:D0:00/36	Holdline	Holdline Tecnologia e Sistemas Ltda
00:50:C2:E1:E0:00/36	Lo-Q	Lo-Q plc
00:50:C2:E1:F0:00/36	Elvees
00:50:C2:E2:00:00/36	Divelbis	Divelbiss Corporation
00:50:C2:E2:10:00/36	NorwiaAs	Norwia AS
00:50:C2:E2:20:00/36	MichaelR	Michael Riedel Transformatorenbau GmbH
00:50:C2:E2:30:00/36	Vitec
00:50:C2:E2:40:00/36	DitestFa	DiTEST Fahrzeugdiagnose GmbH
00:50:C2:E2:50:00/36	AcdElekt	ACD Elektronik GmbH
00:50:C2:E2:60:00/36	CinetixS	Cinetix s.r.l.
00:50:C2:E2:70:00/36	ControlS	CONTROL SYSTEMS Srl
00:50:C2:E2:80:00/36	Teplovod	Teplovodokhran
00:50:C2:E2:90:00/36	FrSauter	Fr. Sauter AG
